,X,Y,Z,grade,borehole
990,612.5400000000001,330.0,-816.8699999999999,0.14101498618486222,28.0
1005,612.5400000000001,330.0,-481.16999999999996,0.18897211678313044,28.0
1020,911.34,390.0,-928.77,0.13834475034566351,29.0
1035,911.34,390.0,-593.0699999999999,0.14907800680409133,29.0
1050,911.34,390.0,-257.37,0.14772771506728202,29.0
1065,971.1,290.0,-816.8699999999999,0.13774538701217903,30.0
1080,971.1,290.0,-481.16999999999996,0.15238851305157253,30.0
1095,971.1,290.0,-145.47000000000003,0.14037480652145487,30.0
1110,493.02,370.0,-816.8699999999999,0.1404456049107603,31.0
1125,1000.98,70.0,-1063.05,0.1359277466482824,32.0
1140,1000.98,70.0,-727.3499999999999,0.1329804672877556,32.0
1155,1000.98,70.0,-391.65,0.14569233413939084,32.0
1170,1210.14,150.0,-414.03,0.139945145691119,33.0
1185,463.14,130.0,-1085.4299999999998,0.1343238028063541,34.0
1200,463.14,130.0,-749.73,0.13221871343811473,34.0
1215,343.62,550.0,-1063.05,0.13870437526068166,35.0
1230,253.98,70.0,-839.25,0.13003638564707512,36.0
1245,463.14,450.0,-906.39,0.13897200006906718,37.0
1260,582.6600000000001,450.0,-995.91,0.13846701055796162,38.0
1275,582.6600000000001,450.0,-660.21,0.15028325493661154,38.0
1290,821.7,170.0,-928.77,0.133225829891852,39.0
1305,821.7,170.0,-593.0699999999999,0.16203339991472368,39.0
1320,821.7,170.0,-257.37,0.16021945153183265,39.0
1335,642.4200000000001,50.0,-973.53,0.13038424199026047,40.0
1350,642.4200000000001,50.0,-637.8299999999999,0.1378945617306852,40.0
1365,642.4200000000001,50.0,-302.13,0.18068193141499936,40.0
1380,552.7800000000001,50.0,-951.15,0.129362189477044,41.0
1395,552.7800000000001,50.0,-615.45,0.1740805652948028,41.0
1410,702.1800000000001,310.0,-1085.4299999999998,0.1367837916986843,42.0
1425,702.1800000000001,310.0,-749.73,0.14570645809234145,42.0
1440,702.1800000000001,310.0,-414.03,0.19604950217628242,42.0
1455,1090.6200000000001,110.0,-660.21,0.13729452861199884,43.0
1470,1090.6200000000001,110.0,-324.51,0.14177942178185865,43.0
1485,1120.5,350.0,-324.51,0.14221748473889603,44.0
1500,522.9,270.0,-839.25,0.1373011992583019,45.0
1515,522.9,270.0,-503.54999999999995,0.19337114231219352,45.0
1530,1180.26,230.0,-234.99,0.1399591702181512,46.0
1545,821.7,210.0,-1107.81,0.1361499853467582,48.0
1560,821.7,210.0,-772.1099999999999,0.1365908298757138,48.0
1575,821.7,210.0,-436.40999999999997,0.20539837131345975,48.0
1590,821.7,210.0,-100.71000000000004,0.13334976317313751,48.0
1605,463.14,450.0,-794.49,0.14128921466846903,49.0
1620,582.6600000000001,510.0,-884.01,0.14024998869707028,50.0
1635,433.26,10.0,-1063.05,0.13316685234039724,51.0
1650,433.26,10.0,-727.3499999999999,0.12263078453391492,51.0
1665,672.3000000000001,70.0,-973.53,0.13080678994671577,52.0
1680,672.3000000000001,70.0,-637.8299999999999,0.14642552298810402,52.0
1695,672.3000000000001,70.0,-302.13,0.20867351466486536,52.0
1710,971.1,330.0,-973.53,0.1375298587002803,53.0
1725,971.1,330.0,-637.8299999999999,0.14431670155382012,53.0
1740,971.1,330.0,-302.13,0.1484106087675141,53.0
1755,971.1,70.0,-928.77,0.1335188254980973,54.0
1770,971.1,70.0,-593.0699999999999,0.13893972158091483,54.0
1785,971.1,70.0,-257.37,0.1425370249553347,54.0
1800,761.94,210.0,-951.15,0.13419141024008852,55.0
1815,761.94,210.0,-615.45,0.16956680793290443,55.0
1830,761.94,210.0,-279.75,0.17740576929330243,55.0
1845,911.34,510.0,-951.15,0.1392287075743687,56.0
1860,911.34,510.0,-615.45,0.14501724840218758,56.0
1875,552.7800000000001,10.0,-928.77,0.12817106223000913,57.0
1890,552.7800000000001,10.0,-593.0699999999999,0.19669752320786663,57.0
1905,343.62,10.0,-1040.6699999999998,0.1333392911148385,58.0
1920,343.62,10.0,-704.97,0.12466883800139039,58.0
1935,1090.6200000000001,130.0,-593.0699999999999,0.13934076421333472,59.0
1950,1090.6200000000001,130.0,-257.37,0.14086134463636418,59.0
1965,1120.5,210.0,-414.03,0.14226309407940493,60.0
1980,612.5400000000001,190.0,-1085.4299999999998,0.1349466123651623,61.0
1995,612.5400000000001,190.0,-749.73,0.1410293563245664,61.0
2010,612.5400000000001,190.0,-414.03,0.28262720953903986,61.0
2025,1150.38,90.0,-391.65,0.14039889007033324,62.0
2040,971.1,290.0,-1085.4299999999998,0.13743081803623666,63.0
2055,971.1,290.0,-749.73,0.1391732917884065,63.0
2070,971.1,290.0,-414.03,0.15334951188166018,63.0
2085,224.1,130.0,-1085.4299999999998,0.13582731214243615,64.0
2100,493.02,290.0,-1063.05,0.13619252423788,65.0
2115,493.02,290.0,-727.3499999999999,0.14560542121877584,65.0
2130,821.7,410.0,-1040.6699999999998,0.13807482883794545,66.0
2145,821.7,410.0,-704.97,0.1460212592773215,66.0
2160,821.7,410.0,-369.27,0.15832040471928677,66.0
2175,493.02,270.0,-884.01,0.13581550646707938,67.0
2190,493.02,270.0,-548.31,0.17813162483702183,67.0
2205,493.02,190.0,-884.01,0.13255645612606587,68.0
2220,493.02,190.0,-548.31,0.20006730392304062,68.0
2235,552.7800000000001,270.0,-906.39,0.13574795207469978,69.0
2250,552.7800000000001,270.0,-570.6899999999999,0.18692026540435136,69.0
2265,552.7800000000001,50.0,-973.53,0.13013945703302457,70.0
2280,552.7800000000001,50.0,-637.8299999999999,0.1550988111526432,70.0
2295,851.58,610.0,-1107.81,0.13913928988651625,71.0
2310,971.1,430.0,-951.15,0.13863274490781843,72.0
2325,971.1,430.0,-615.45,0.14466030935317303,72.0
2340,552.7800000000001,650.0,-1107.81,0.13916391919864865,73.0
2355,642.4200000000001,170.0,-973.53,0.13284479408179567,74.0
2370,642.4200000000001,170.0,-637.8299999999999,0.17535618513066542,74.0
2385,642.4200000000001,170.0,-302.13,0.19961266377236597,74.0
2400,433.26,390.0,-861.63,0.13871813077510234,75.0
2415,881.46,390.0,-973.53,0.13808858744514044,76.0
2430,881.46,390.0,-637.8299999999999,0.14816167863011245,76.0
2445,881.46,390.0,-302.13,0.15201208219251067,76.0
2460,582.6600000000001,510.0,-861.63,0.14067336445914758,77.0
2475,911.34,170.0,-1040.6699999999998,0.13550544899339373,78.0
2490,911.34,170.0,-704.97,0.13613618766325108,78.0
2505,911.34,170.0,-369.27,0.16955537389830716,78.0
2520,791.82,10.0,-1063.05,0.13371671332032778,79.0
2535,791.82,10.0,-727.3499999999999,0.12302202382157236,79.0
2550,791.82,10.0,-391.65,0.29369984740796445,79.0
2565,1000.98,310.0,-1107.81,0.13779673620825378,80.0
2580,1000.98,310.0,-772.1099999999999,0.13885908989909806,80.0
2595,1000.98,310.0,-436.40999999999997,0.14962065863624618,80.0
2610,791.82,390.0,-1085.4299999999998,0.13784105214078635,81.0
2625,791.82,390.0,-749.73,0.1442381537045921,81.0
2640,791.82,390.0,-414.03,0.16526533210816877,81.0
2655,1030.86,110.0,-1018.29,0.1359322364918869,83.0
2670,1030.86,110.0,-682.5899999999999,0.1358430008786322,83.0
2685,1030.86,110.0,-346.89,0.1445236123941091,83.0
2700,702.1800000000001,290.0,-1018.29,0.13617229088160382,84.0
2715,702.1800000000001,290.0,-682.5899999999999,0.1556591732262055,84.0
2730,702.1800000000001,290.0,-346.89,0.1905486185177124,84.0
2745,463.14,170.0,-906.39,0.1317993165794078,85.0
2760,463.14,170.0,-570.6899999999999,0.18145620705052712,85.0
2775,612.5400000000001,50.0,-884.01,0.12729290325469558,86.0
2790,612.5400000000001,50.0,-548.31,0.28622308602228635,86.0
2805,821.7,150.0,-1085.4299999999998,0.13525127653774635,87.0
2820,821.7,150.0,-749.73,0.1329448991977826,87.0
2835,821.7,150.0,-414.03,0.228495073454649,87.0
2850,821.7,150.0,-78.32999999999993,0.12791725751312918,87.0
2865,493.02,150.0,-1085.4299999999998,0.13446436092383748,89.0
2880,493.02,150.0,-749.73,0.135130495002732,89.0
2895,493.02,150.0,-414.03,0.20570232933069632,89.0
2910,761.94,70.0,-794.49,0.12717526262391338,90.0
2925,761.94,70.0,-458.78999999999996,0.33294542521034426,90.0
2940,761.94,70.0,-123.09000000000003,0.11626012868475862,90.0
2955,493.02,590.0,-1063.05,0.13900751233777478,92.0
2970,433.26,50.0,-995.91,0.1313985931108183,93.0
2985,433.26,50.0,-660.21,0.13174980445612383,93.0
3000,493.02,570.0,-906.39,0.1397766829229441,94.0
3015,911.34,290.0,-861.63,0.13715324815360808,95.0
3030,911.34,290.0,-525.93,0.15764273827663453,95.0
3045,911.34,290.0,-190.23000000000002,0.1440915619995894,95.0
3060,911.34,410.0,-861.63,0.13931336206298223,96.0
3075,911.34,410.0,-525.93,0.1512219599330318,96.0
3090,791.82,430.0,-1063.05,0.1382059274217568,97.0
3105,791.82,430.0,-727.3499999999999,0.1452245095757903,97.0
3120,791.82,430.0,-391.65,0.15883536276075425,97.0
3135,642.4200000000001,30.0,-861.63,0.12652130228960365,98.0
3150,642.4200000000001,30.0,-525.93,0.4193062719687381,98.0
3165,642.4200000000001,30.0,-190.23000000000002,0.09335390989313197,98.0
3180,702.1800000000001,490.0,-839.25,0.14131658701157654,99.0
3195,702.1800000000001,490.0,-503.54999999999995,0.15521110968030347,99.0
3210,881.46,190.0,-839.25,0.13394322590256363,100.0
3225,881.46,190.0,-503.54999999999995,0.17280989018512993,100.0
3240,881.46,190.0,-167.85000000000002,0.13934677674327667,100.0
