X,Y,Z,grade
590.0,62.5,-73.75,0.06143938794363122
590.0,62.5,-69.25,0.061461138929169296
590.0,67.5,-96.25,0.061155015278238835
590.0,67.5,-91.75,0.06124407468973625
590.0,67.5,-87.25,0.06131869873395837
590.0,67.5,-82.75,0.06137976887522503
590.0,67.5,-78.25,0.061428502715122166
590.0,67.5,-73.75,0.06146640552667207
590.0,67.5,-69.25,0.0614952052972223
590.0,72.5,-91.75,0.06126804474895778
590.0,72.5,-87.25,0.06134450381992694
590.0,72.5,-82.75,0.06140875452219352
590.0,72.5,-78.25,0.06146187258157646
590.0,72.5,-73.75,0.06150517323441514
590.0,72.5,-69.25,0.06154015656951294
590.0,77.5,-91.75,0.06130438764339791
590.0,77.5,-87.25,0.06138243234412633
590.0,77.5,-82.75,0.061449444552704395
590.0,77.5,-78.25,0.061506370289033316
590.0,77.5,-73.75,0.06155435630009852
590.0,77.5,-69.25,0.061594704164957444
590.0,82.5,-87.25,0.06143106533337462
590.0,82.5,-82.75,0.06150041692738957
590.0,82.5,-78.25,0.06156059297398395
590.0,82.5,-73.75,0.061612591769163116
590.0,82.5,-69.25,0.06165754252142792
590.0,87.5,-82.75,0.06156026874504479
590.0,87.5,-78.25,0.061623167430800437
590.0,87.5,-73.75,0.061678554336608724
590.0,87.5,-69.25,0.06172740930686318
590.0,87.5,-64.75,0.06177078780307178
590.0,92.5,-78.25,0.0616927963507557
590.0,92.5,-73.75,0.06175099857246881
590.0,92.5,-69.25,0.06180312367068538
590.0,92.5,-64.75,0.06185008838081888
590.0,97.5,-73.75,0.06182878330949463
590.0,97.5,-69.25,0.061883607935963175
590.0,97.5,-64.75,0.06193355672274231
590.0,102.5,-69.25,0.06196789732784607
590.0,102.5,-64.75,0.06202029456427039
610.0,2.5,-127.75,0.059951757257506455
610.0,2.5,-123.25,0.06038438407346686
610.0,2.5,-118.75,0.060800933941574896
610.0,2.5,-114.25,0.06119343072870088
610.0,2.5,-109.75,0.06155334287069377
610.0,2.5,-105.25,0.06187163839161089
610.0,2.5,-100.75,0.06213863603462847
610.0,2.5,-96.25,0.06234372697676064
610.0,2.5,-91.75,0.06247536316623412
610.0,2.5,-87.25,0.06252206664990893
610.0,2.5,-82.75,0.06247520532818716
610.0,2.5,-78.25,0.06233334543345274
610.0,2.5,-73.75,0.06210621982452973
610.0,2.5,-69.25,0.0618153661914039
610.0,7.5,-127.75,0.05993626505014057
610.0,7.5,-123.25,0.06036225958012325
610.0,7.5,-118.75,0.0607716019388487
610.0,7.5,-114.25,0.061156373892836575
610.0,7.5,-109.75,0.06150812479763809
610.0,7.5,-105.25,0.061817951306332664
610.0,7.5,-100.75,0.06207641135134677
610.0,7.5,-96.25,0.06227335396530635
610.0,7.5,-91.75,0.06239802998439675
610.0,7.5,-87.25,0.06244013869031211
610.0,7.5,-82.75,0.062392404137907594
610.0,7.5,-78.25,0.06225442172828753
610.0,7.5,-73.75,0.062036027369226095
610.0,7.5,-69.25,0.061757698281160664
610.0,12.5,-127.75,0.05990761399025898
610.0,12.5,-123.25,0.06032106063684046
610.0,12.5,-118.75,0.06071685605426605
610.0,12.5,-114.25,0.06108722753444338
610.0,12.5,-109.75,0.061423924900241955
610.0,12.5,-105.25,0.06171834518603256
610.0,12.5,-100.75,0.06196155283765655
610.0,12.5,-96.25,0.06214428154011578
610.0,12.5,-91.75,0.0622572218919096
610.0,12.5,-87.25,0.06229208510549757
610.0,12.5,-82.75,0.06224381097812982
610.0,12.5,-78.25,0.06211358934678695
610.0,12.5,-73.75,0.0619113048326682
610.0,12.5,-69.25,0.06165559665350363
610.0,17.5,-127.75,0.05987001343067588
610.0,17.5,-123.25,0.06026625978450102
610.0,17.5,-118.75,0.060643678529175446
610.0,17.5,-114.25,0.06099476801321349
610.0,17.5,-109.75,0.06131164304142201
610.0,17.5,-105.25,0.061586214621808286
610.0,17.5,-100.75,0.06181032785244149
610.0,17.5,-96.25,0.06197593696443393
610.0,17.5,-91.75,0.06207554082345666
610.0,17.5,-87.25,0.0621031902442813
610.0,17.5,-82.75,0.0620562289318089
610.0,17.5,-78.25,0.061937422146660065
610.0,17.5,-73.75,0.06175647924534829
610.0,17.5,-69.25,0.06152981581775125
610.0,22.5,-127.75,0.05982878093284099
610.0,22.5,-123.25,0.060204711562540605
610.0,22.5,-118.75,0.060560720657879694
610.0,22.5,-114.25,0.06088972318121043
610.0,22.5,-109.75,0.06118437876989858
610.0,22.5,-105.25,0.06143732255785287
610.0,22.5,-100.75,0.06164140098589857
610.0,22.5,-96.25,0.06178997246926923
610.0,22.5,-91.75,0.06187741321591125
610.0,22.5,-87.25,0.06189999038306877
610.0,22.5,-82.75,0.061857127422358216
610.0,22.5,-78.25,0.06175275959805963
610.0,22.5,-73.75,0.06159613268269139
610.0,22.5,-69.25,0.061401381156340265
610.0,27.5,-127.75,0.059789486980970884
610.0,27.5,-123.25,0.060143517786874615
610.0,27.5,-118.75,0.060476819635526154
610.0,27.5,-114.25,0.0607828587193064
610.0,27.5,-109.75,0.061054991786171214
610.0,27.5,-105.25,0.061286731724098695
610.0,27.5,-100.75,0.0614720429119279
610.0,27.5,-96.25,0.061605701775623606
610.0,27.5,-91.75,0.061683794154579516
610.0,27.5,-87.25,0.06170441093293345
610.0,27.5,-82.75,0.06166850027508607
610.0,27.5,-78.25,0.06158064693178228
610.0,27.5,-73.75,0.06144938915240323
610.0,27.5,-69.25,0.06128672389448582
610.0,32.5,-127.75,0.05975721676094064
610.0,32.5,-123.25,0.06008907919218108
610.0,32.5,-118.75,0.06039980638761593
610.0,32.5,-114.25,0.06068351273603673
610.0,32.5,-109.75,0.06093434576292249
610.0,32.5,-105.25,0.061146764359389136
610.0,32.5,-100.75,0.061315852670769805
610.0,32.5,-96.25,0.06143768293791064
610.0,32.5,-91.75,0.06150975181576048
610.0,32.5,-87.25,0.06153149577960469
610.0,32.5,-82.75,0.06150482487201609
610.0,32.5,-78.25,0.06143451733885887
610.0,32.5,-73.75,0.06132825565776668
610.0,32.5,-69.25,0.06119613545809268
610.0,37.5,-123.25,0.060046486531709915
610.0,37.5,-118.75,0.06033578846014598
610.0,37.5,-114.25,0.06059878610831489
610.0,37.5,-109.75,0.0608304441361364
610.0,37.5,-105.25,0.06102615248731936
610.0,37.5,-100.75,0.06118202641550528
610.0,37.5,-96.25,0.06129523410392945
610.0,37.5,-91.75,0.061364349534780496
610.0,37.5,-87.25,0.061389711738707185
610.0,37.5,-82.75,0.06137373418696538
610.0,37.5,-78.25,0.06132106423704747
610.0,37.5,-73.75,0.061238476164881914
610.0,37.5,-69.25,0.061134425303406494
610.0,42.5,-123.25,0.06001926851791332
610.0,42.5,-118.75,0.060288902036535974
610.0,42.5,-114.25,0.06053333567706514
610.0,42.5,-109.75,0.06074831995391626
610.0,42.5,-105.25,0.060930099603332115
610.0,42.5,-100.75,0.06107567993359692
610.0,42.5,-96.25,0.061183101717491244
610.0,42.5,-91.75,0.061251710069309545
610.0,42.5,-87.25,0.061282391797839356
610.0,42.5,-82.75,0.06127773749243913
610.0,42.5,-78.25,0.061242068376333704
610.0,42.5,-73.75,0.06118127007912455
610.0,42.5,-69.25,0.061102408457118514
610.0,47.5,-123.25,0.060009423970995936
610.0,47.5,-118.75,0.06026141464701493
610.0,47.5,-114.25,0.06048958510610437
610.0,47.5,-109.75,0.06069040120108082
610.0,47.5,-105.25,0.06086085201008404
610.0,47.5,-100.75,0.06099867404576001
610.0,47.5,-96.25,0.06110257026211003
610.0,47.5,-91.75,0.061172405901985215
610.0,47.5,-87.25,0.0612093573572854
610.0,47.5,-82.75,0.06121598309128823
610.0,47.5,-78.25,0.06119618248508295
610.0,47.5,-73.75,0.06115501644216326
610.0,47.5,-69.25,0.061098386742087014
610.0,52.5,-123.25,0.06001763244914494
610.0,52.5,-118.75,0.06025403024809258
610.0,52.5,-114.25,0.06046815174787094
610.0,52.5,-109.75,0.06065708727663522
610.0,52.5,-105.25,0.0608184486237289
610.0,52.5,-100.75,0.06095055059105856
610.0,52.5,-96.25,0.06105257904399208
610.0,52.5,-91.75,0.06112472854047477
610.0,52.5,-87.25,0.06116829027560735
610.0,52.5,-82.75,0.0611856697140723
610.0,52.5,-78.25,0.061180315465864006
610.0,52.5,-73.75,0.061156549547835906
610.0,52.5,-69.25,0.061119304931302444
610.0,57.5,-118.75,0.06026627068182907
610.0,57.5,-114.25,0.06046833341802904
610.0,57.5,-109.75,0.060647352303090075
610.0,57.5,-105.25,0.060801444595873354
610.0,57.5,-100.75,0.060929369138096046
610.0,57.5,-96.25,0.0610306517603785
610.0,57.5,-91.75,0.061105679061216674
610.0,57.5,-87.25,0.06115574614086055
610.0,57.5,-82.75,0.06118304511143019
610.0,57.5,-78.25,0.06119058506448123
610.0,57.5,-73.75,0.06118204155894127
610.0,57.5,-69.25,0.06116154427435234
610.0,62.5,-118.75,0.06029684893903949
610.0,62.5,-114.25,0.06048855959808552
610.0,62.5,-109.75,0.060659274686355895
610.0,62.5,-105.25,0.06080751261596922
610.0,62.5,-100.75,0.06093236530705302
610.0,62.5,-96.25,0.0610335898008876
610.0,62.5,-91.75,0.0611116702914562
610.0,62.5,-87.25,0.061167840278283675
610.0,62.5,-82.75,0.06120405670255587
610.0,62.5,-78.25,0.061222921853797435
610.0,62.5,-73.75,0.06122755462721887
610.0,62.5,-69.25,0.06122141979842975
610.0,67.5,-118.75,0.060343989028714656
610.0,67.5,-114.25,0.060526762330007304
610.0,67.5,-109.75,0.06069045410974028
610.0,67.5,-105.25,0.060833895904631854
610.0,67.5,-100.75,0.06095642477711822
610.0,67.5,-96.25,0.06105794912105078
610.0,67.5,-91.75,0.061138988371246185
610.0,67.5,-87.25,0.06120067948799894
610.0,67.5,-82.75,0.06124474535159918
610.0,67.5,-78.25,0.061273423597019566
610.0,67.5,-73.75,0.0612893587666856
610.0,67.5,-69.25,0.06129546542092661
610.0,72.5,-114.25,0.06058065571571062
610.0,72.5,-109.75,0.06073831389863747
610.0,72.5,-105.25,0.06087772364536796
610.0,72.5,-100.75,0.060998399575604254
610.0,72.5,-96.25,0.06110034446495876
610.0,72.5,-91.75,0.061184073622174276
610.0,72.5,-87.25,0.06125061221428512
610.0,72.5,-82.75,0.06130146273866053
610.0,72.5,-78.25,0.06133854256910882
610.0,72.5,-73.75,0.06136409469164766
610.0,72.5,-69.25,0.0613805779673616
610.0,77.5,-114.25,0.06064793132225308
610.0,77.5,-109.75,0.060800304352244344
610.0,77.5,-105.25,0.060936214295222495
610.0,77.5,-100.75,0.06105530257905249
610.0,77.5,-96.25,0.06115762675319254
610.0,77.5,-91.75,0.06124367455001637
610.0,77.5,-87.25,0.06131435621376619
610.0,77.5,-82.75,0.06137097356810205
610.0,77.5,-78.25,0.061415166401126625
610.0,77.5,-73.75,0.0614488390588137
610.0,77.5,-69.25,0.061474072336926394
610.0,82.5,-109.75,0.06087402839747669
610.0,82.5,-105.25,0.06100679472409028
610.0,82.5,-100.75,0.061124414355984334
610.0,82.5,-96.25,0.06122697278080311
610.0,82.5,-91.75,0.06131491741085008
610.0,82.5,-87.25,0.06138904751234288
610.0,82.5,-82.75,0.06145048603902877
610.0,82.5,-78.25,0.06150063420202074
610.0,82.5,-73.75,0.06154111127591986
610.0,82.5,-69.25,0.06157368365782329
610.0,87.5,-109.75,0.060957310387828714
610.0,87.5,-105.25,0.06108716001146107
610.0,87.5,-100.75,0.0612033304591091
610.0,87.5,-96.25,0.061305917496081046
610.0,87.5,-91.75,0.06139532247249462
610.0,87.5,-87.25,0.061472241426271744
610.0,87.5,-82.75,0.06153764009141909
610.0,87.5,-78.25,0.06159271569168704
610.0,87.5,-73.75,0.061638847603050675
610.0,87.5,-69.25,0.06167754002469362
610.0,92.5,-105.25,0.061175293713647626
610.0,92.5,-100.75,0.06128997050100548
610.0,92.5,-96.25,0.06139235084495474
610.0,92.5,-91.75,0.061482788725173675
610.0,92.5,-87.25,0.06156188645154737
610.0,92.5,-82.75,0.061630472844027256
610.0,92.5,-78.25,0.06168957122872815
610.0,92.5,-73.75,0.06174035895078294
610.0,92.5,-69.25,0.06178412084800617
610.0,97.5,-100.75,0.061382564314319134
610.0,97.5,-96.25,0.06148449441067633
610.0,97.5,-91.75,0.06157556164438359
610.0,97.5,-87.25,0.06165628459902907
610.0,97.5,-82.75,0.06172737359181013
610.0,97.5,-78.25,0.061789703908465804
610.0,97.5,-73.75,0.06184428250325667
610.0,97.5,-69.25,0.06189221006505552
610.0,102.5,-100.75,0.06147962567794358
610.0,102.5,-96.25,0.06158086796657682
610.0,102.5,-91.75,0.061672193430128586
610.0,102.5,-87.25,0.061754046702424244
610.0,102.5,-82.75,0.06182703593917866
610.0,102.5,-78.25,0.06189191043515757
610.0,102.5,-73.75,0.06194953315359137
610.0,102.5,-69.25,0.06200084964856273
610.0,107.5,-96.25,0.06168025237783334
610.0,107.5,-91.75,0.061771501535024545
610.0,107.5,-87.25,0.06185404779732958
610.0,107.5,-82.75,0.06192841146282486
610.0,107.5,-78.25,0.06199523455012178
610.0,107.5,-73.75,0.06205525805880996
610.0,107.5,-69.25,0.06210929638423314
610.0,112.5,-91.75,0.06187252885426346
610.0,112.5,-87.25,0.06195538540490046
610.0,112.5,-82.75,0.06203066723493164
610.0,112.5,-78.25,0.06209892493075543
610.0,112.5,-73.75,0.06216079592565368
610.0,112.5,-69.25,0.0622169833335863
610.0,117.5,-87.25,0.06205734210193786
610.0,117.5,-82.75,0.06213314823922366
610.0,117.5,-78.25,0.06220239831846401
610.0,117.5,-73.75,0.062265641598264025
610.0,117.5,-69.25,0.06232348644841915
610.0,122.5,-78.25,0.062305207946220846
610.0,122.5,-73.75,0.062369415909081585
610.0,122.5,-69.25,0.062428496249837734
610.0,127.5,-69.25,0.06253179418686713
610.0,127.5,-64.75,0.06258737176821992
630.0,2.5,-145.75,0.05733299218454057
630.0,2.5,-141.25,0.05787163907867735
630.0,2.5,-136.75,0.05843352189162651
630.0,2.5,-132.25,0.05901544168540769
630.0,2.5,-127.75,0.05961091354462362
630.0,2.5,-123.25,0.06020920196166481
630.0,2.5,-118.75,0.060794992219440916
630.0,2.5,-114.25,0.06134939015264338
630.0,2.5,-109.75,0.06185295561133608
630.0,2.5,-105.25,0.06229074637136832
630.0,2.5,-100.75,0.0626574523783176
630.0,2.5,-96.25,0.06295836933897443
630.0,2.5,-91.75,0.06320063025224616
630.0,2.5,-87.25,0.06336778937664071
630.0,2.5,-82.75,0.06337166356815253
630.0,2.5,-78.25,0.06302779850295816
630.0,2.5,-73.75,0.06223839935739812
630.0,2.5,-69.25,0.06121640247083831
630.0,7.5,-145.75,0.05734915941852209
630.0,7.5,-141.25,0.05788120090841288
630.0,7.5,-136.75,0.058434630039753105
630.0,7.5,-132.25,0.05900590390407479
630.0,7.5,-127.75,0.059588274462937275
630.0,7.5,-123.25,0.06017090886048309
630.0,7.5,-118.75,0.06073863140136165
630.0,7.5,-114.25,0.061272890534141505
630.0,7.5,-109.75,0.061754489794039975
630.0,7.5,-105.25,0.06216788891925512
630.0,7.5,-100.75,0.06250520416868756
630.0,7.5,-96.25,0.06276613644073678
630.0,7.5,-91.75,0.06294935813249748
630.0,7.5,-87.25,0.0630319872525124
630.0,7.5,-82.75,0.06294169793239829
630.0,7.5,-78.25,0.0625645087123453
630.0,7.5,-73.75,0.06186457662180407
630.0,7.5,-69.25,0.060990163144488345
630.0,12.5,-141.25,0.05790145041730129
630.0,12.5,-136.75,0.05843902991934088
630.0,12.5,-132.25,0.058990537448046866
630.0,12.5,-127.75,0.05954883517735932
630.0,12.5,-123.25,0.06010302728774604
630.0,12.5,-118.75,0.06063831807965799
630.0,12.5,-114.25,0.06113691663410135
630.0,12.5,-109.75,0.061580296055467186
630.0,12.5,-105.25,0.06195244729789715
630.0,12.5,-100.75,0.062242522089523376
630.0,12.5,-96.25,0.06244413564953569
630.0,12.5,-91.75,0.06254891100563927
630.0,12.5,-87.25,0.06253485619880096
630.0,12.5,-82.75,0.06235840991110987
630.0,12.5,-78.25,0.06197299258081088
630.0,12.5,-73.75,0.06138556656406053
630.0,12.5,-69.25,0.060689650350338714
630.0,17.5,-141.25,0.05793425422800717
630.0,17.5,-136.75,0.058450387586217914
630.0,17.5,-132.25,0.058975552568012735
630.0,17.5,-127.75,0.05950228063156821
630.0,17.5,-123.25,0.06001980725460855
630.0,17.5,-118.75,0.060514056680745505
630.0,17.5,-114.25,0.06096846510842142
630.0,17.5,-109.75,0.061365761992036826
630.0,17.5,-105.25,0.06169031083387742
630.0,17.5,-100.75,0.061929856487235285
630.0,17.5,-96.25,0.06207511183559652
630.0,17.5,-91.75,0.06211643562923339
630.0,17.5,-87.25,0.06203950335176397
630.0,17.5,-82.75,0.06182597718783938
630.0,17.5,-78.25,0.061466735226907314
630.0,17.5,-73.75,0.06098410407720794
630.0,17.5,-69.25,0.060439280944091546
630.0,22.5,-141.25,0.057981625300279824
630.0,22.5,-136.75,0.05847278713673288
630.0,22.5,-132.25,0.0589678695269138
630.0,22.5,-127.75,0.05945927123778418
630.0,22.5,-123.25,0.05993664038912053
630.0,22.5,-118.75,0.060386968741113316
630.0,22.5,-114.25,0.06079532808621043
630.0,22.5,-109.75,0.06114626242834417
630.0,22.5,-105.25,0.0614255047710145
630.0,22.5,-100.75,0.061621307930747445
630.0,22.5,-96.25,0.061724637821153054
630.0,22.5,-91.75,0.06172819451190158
630.0,22.5,-87.25,0.061625693289571924
630.0,22.5,-82.75,0.061414100410532566
630.0,22.5,-78.25,0.06110038198888635
630.0,22.5,-73.75,0.06070912951385098
630.0,22.5,-69.25,0.06028263556454023
630.0,27.5,-141.25,0.05804515644721929
630.0,27.5,-136.75,0.0585097418922358
630.0,27.5,-132.25,0.05897351867169491
630.0,27.5,-127.75,0.05942900192974818
630.0,27.5,-123.25,0.05986652236826668
630.0,27.5,-118.75,0.06027439993249417
630.0,27.5,-114.25,0.06063959682172487
630.0,27.5,-109.75,0.06094882238881445
630.0,27.5,-105.25,0.06118985626771029
630.0,27.5,-100.75,0.061352687779137834
630.0,27.5,-96.25,0.0614301326263532
630.0,27.5,-91.75,0.06141801467931391
630.0,27.5,-87.25,0.06131561978256719
630.0,27.5,-82.75,0.0611273371208505
630.0,27.5,-78.25,0.060865465793119404
630.0,27.5,-73.75,0.060552234737686846
630.0,27.5,-69.25,0.060218176055219105
630.0,32.5,-141.25,0.05812565203893362
630.0,32.5,-136.75,0.058563571608162016
630.0,32.5,-132.25,0.058996693014546436
630.0,32.5,-127.75,0.059417873696194466
630.0,32.5,-123.25,0.05981832015993815
630.0,32.5,-118.75,0.060187809356308845
630.0,32.5,-114.25,0.06051526321435893
630.0,32.5,-109.75,0.06078964073739309
630.0,32.5,-105.25,0.06100099403199987
630.0,32.5,-100.75,0.061141460874115566
630.0,32.5,-96.25,0.06120602129260794
630.0,32.5,-91.75,0.061193049356756575
630.0,32.5,-87.25,0.06110491050455433
630.0,32.5,-82.75,0.060948821815600705
630.0,32.5,-78.25,0.06073773192815515
630.0,32.5,-73.75,0.06049035489566974
630.0,32.5,-69.25,0.06022944118683902
630.0,37.5,-141.25,0.05822300687654589
630.0,37.5,-136.75,0.058635204789252354
630.0,37.5,-132.25,0.05903949591782796
630.0,37.5,-127.75,0.05942924388379474
630.0,37.5,-123.25,0.059796627639777784
630.0,37.5,-118.75,0.060132883203505565
630.0,37.5,-114.25,0.06042880306450145
630.0,37.5,-109.75,0.060675460741548885
630.0,37.5,-105.25,0.06086505926543889
630.0,37.5,-100.75,0.06099176505418562
630.0,37.5,-96.25,0.06105241575125889
630.0,37.5,-91.75,0.06104707487713672
630.0,37.5,-87.25,0.060979476769198494
630.0,37.5,-82.75,0.06085736345819513
630.0,37.5,-78.25,0.06069253848720313
630.0,37.5,-73.75,0.06050029754033305
630.0,37.5,-69.25,0.06029798508069422
630.0,42.5,-141.25,0.058336285762440265
630.0,42.5,-136.75,0.05872430419798602
630.0,42.5,-132.25,0.059102175602091335
630.0,42.5,-127.75,0.05946386359519503
630.0,42.5,-123.25,0.059802530851946124
630.0,42.5,-118.75,0.060110780414934006
630.0,42.5,-114.25,0.06038108267173819
630.0,42.5,-109.75,0.060606360461078194
630.0,42.5,-105.25,0.06078066259596834
630.0,42.5,-100.75,0.060899832811591656
630.0,42.5,-96.25,0.06096208946017109
630.0,42.5,-91.75,0.060968463394391
630.0,42.5,-87.25,0.060923066175873036
630.0,42.5,-82.75,0.06083314551744625
630.0,42.5,-78.25,0.0607088355377731
630.0,42.5,-73.75,0.06056248840315702
630.0,42.5,-69.25,0.06040755578554543
630.0,47.5,-141.25,0.05846391867120191
630.0,47.5,-136.75,0.058829563869411725
630.0,47.5,-132.25,0.05918358988094856
