X,Y,Z,formation,section
1230,0,-703,pyritesericitequartzalterationzone,sectiona
1186,0,-746,pyritesericitequartzalterationzone,sectiona
1151,0,-770,pyritesericitequartzalterationzone,sectiona
1106,0,-816,pyritesericitequartzalterationzone,sectiona
1040,0,-852,pyritesericitequartzalterationzone,sectiona
998,0,-893,pyritesericitequartzalterationzone,sectiona
952,0,-915,pyritesericitequartzalterationzone,sectiona
914,0,-955,pyritesericitequartzalterationzone,sectiona
842,0,-992,pyritesericitequartzalterationzone,sectiona
787,0,-1015,pyritesericitequartzalterationzone,sectiona
717,0,-1055,pyritesericitequartzalterationzone,sectiona
648,0,-1089,pyritesericitequartzalterationzone,sectiona
574,0,-1121,pyritesericitequartzalterationzone,sectiona
501,0,-1163,pyritesericitequartzalterationzone,sectiona
431,0,-1198,pyritesericitequartzalterationzone,sectiona
427,0,-1291,sericitequartzalterationzone,sectiona
540,0,-1219,sericitequartzalterationzone,sectiona
662,0,-1151,sericitequartzalterationzone,sectiona
783,0,-1083,sericitequartzalterationzone,sectiona
858,0,-1027,sericitequartzalterationzone,sectiona
932,0,-968,sericitequartzalterationzone,sectiona
1021,0,-918,sericitequartzalterationzone,sectiona
1097,0,-858,sericitequartzalterationzone,sectiona
1175,0,-800,sericitequartzalterationzone,sectiona
1246,0,-735,sericitequartzalterationzone,sectiona
1318,0,-682,sericitequartzalterationzone,sectiona
1440,0,-605,sericitequartzalterationzone,sectiona
1576,0,-538,sericitequartzalterationzone,sectiona
1686,0,-478,sericitequartzalterationzone,sectiona
1805,0,-423,sericitequartzalterationzone,sectiona
1891,0,-364,sericitequartzalterationzone,sectiona
1966,0,-312,sericitequartzalterationzone,sectiona
2006,0,-275,sericitequartzalterationzone,sectiona
427,0,-1390,Kfeldspathizationzone,sectiona
623,0,-1342,Kfeldspathizationzone,sectiona
792,0,-1301,Kfeldspathizationzone,sectiona
954,0,-1220,Kfeldspathizationzone,sectiona
1133,0,-1126,Kfeldspathizationzone,sectiona
1270,0,-1044,Kfeldspathizationzone,sectiona
1375,0,-952,Kfeldspathizationzone,sectiona
1473,0,-881,Kfeldspathizationzone,sectiona
1598,0,-783,Kfeldspathizationzone,sectiona
1689,0,-701,Kfeldspathizationzone,sectiona
1741,0,-649,Kfeldspathizationzone,sectiona
1840,0,-557,Kfeldspathizationzone,sectiona
1937,0,-472,Kfeldspathizationzone,sectiona
1998,0,-406,Kfeldspathizationzone,sectiona

505,200,-247,topo,sectionb
657,200,-253,topo,sectionb
836,200,-251,topo,sectionb
1004,200,-233,topo,sectionb
1180,200,-230,topo,sectionb
1332,200,-230,topo,sectionb
1485,200,-238,topo,sectionb
1614,200,-242,topo,sectionb
1732,200,-235,topo,sectionb
1878,200,-226,topo,sectionb
1936,200,-225,topo,sectionb
509,200,-1108,linglongbiotitegranite,sectionb
586,200,-1058,linglongbiotitegranite,sectionb
662,200,-1005,linglongbiotitegranite,sectionb
769,200,-926,linglongbiotitegranite,sectionb
868,200,-858,linglongbiotitegranite,sectionb
964,200,-796,linglongbiotitegranite,sectionb
1018,200,-732,linglongbiotitegranite,sectionb
1116,200,-669,linglongbiotitegranite,sectionb
1250,200,-631,linglongbiotitegranite,sectionb
1369,200,-570,linglongbiotitegranite,sectionb
1497,200,-495,linglongbiotitegranite,sectionb
1665,200,-402,linglongbiotitegranite,sectionb
1744,200,-369,linglongbiotitegranite,sectionb
1836,200,-340,linglongbiotitegranite,sectionb
1930,200,-291,linglongbiotitegranite,sectionb
504,200,-1164,fault,sectionb
620,200,-1102,fault,sectionb
719,200,-1023,fault,sectionb
854,200,-940,fault,sectionb
999,200,-846,fault,sectionb
1136,200,-761,fault,sectionb
1234,200,-720,fault,sectionb
1397,200,-619,fault,sectionb
1553,200,-530,fault,sectionb
1691,200,-456,fault,sectionb
1828,200,-383,fault,sectionb
1917,200,-333,fault,sectionb
505,200,-1158,pyritesericitequartzalterationzone,sectionb
630,200,-1087,pyritesericitequartzalterationzone,sectionb
746,200,-999,pyritesericitequartzalterationzone,sectionb
865,200,-927,pyritesericitequartzalterationzone,sectionb
1011,200,-843,pyritesericitequartzalterationzone,sectionb
1144,200,-765,pyritesericitequartzalterationzone,sectionb
1255,200,-701,pyritesericitequartzalterationzone,sectionb
1367,200,-632,pyritesericitequartzalterationzone,sectionb
1483,200,-567,pyritesericitequartzalterationzone,sectionb
1584,200,-511,pyritesericitequartzalterationzone,sectionb
1706,200,-449,pyritesericitequartzalterationzone,sectionb
1820,200,-388,pyritesericitequartzalterationzone,sectionb
1912,200,-341,pyritesericitequartzalterationzone,sectionb
1947,200,-345,pyritesericitequartzalterationzone,sectionb
1874,200,-412,pyritesericitequartzalterationzone,sectionb
1775,200,-453,pyritesericitequartzalterationzone,sectionb
1674,200,-486,pyritesericitequartzalterationzone,sectionb
1582,200,-539,pyritesericitequartzalterationzone,sectionb
1495,200,-581,pyritesericitequartzalterationzone,sectionb
1397,200,-645,pyritesericitequartzalterationzone,sectionb
1311,200,-695,pyritesericitequartzalterationzone,sectionb
1198,200,-771,pyritesericitequartzalterationzone,sectionb
1103,200,-831,pyritesericitequartzalterationzone,sectionb
1017,200,-884,pyritesericitequartzalterationzone,sectionb
954,200,-919,pyritesericitequartzalterationzone,sectionb
890,200,-960,pyritesericitequartzalterationzone,sectionb
796,200,-1020,pyritesericitequartzalterationzone,sectionb
739,200,-1060,pyritesericitequartzalterationzone,sectionb
684,200,-1093,pyritesericitequartzalterationzone,sectionb
608,200,-1124,pyritesericitequartzalterationzone,sectionb
518,200,-1167,pyritesericitequartzalterationzone,sectionb
505,200,-1221,sericitequartzalterationzone,sectionb
618,200,-1166,sericitequartzalterationzone,sectionb
761,200,-1098,sericitequartzalterationzone,sectionb
859,200,-1049,sericitequartzalterationzone,sectionb
956,200,-986,sericitequartzalterationzone,sectionb
1061,200,-918,sericitequartzalterationzone,sectionb
1165,200,-861,sericitequartzalterationzone,sectionb
1266,200,-800,sericitequartzalterationzone,sectionb
1367,200,-730,sericitequartzalterationzone,sectionb
1480,200,-659,sericitequartzalterationzone,sectionb
1575,200,-603,sericitequartzalterationzone,sectionb
1680,200,-557,sericitequartzalterationzone,sectionb
1768,200,-510,sericitequartzalterationzone,sectionb
1858,200,-457,sericitequartzalterationzone,sectionb
1921,200,-416,sericitequartzalterationzone,sectionb
507,200,-1375,Kfeldspathizationzone,sectionb
668,200,-1321,Kfeldspathizationzone,sectionb
859,200,-1244,Kfeldspathizationzone,sectionb
1017,200,-1159,Kfeldspathizationzone,sectionb
1148,200,-1080,Kfeldspathizationzone,sectionb
1261,200,-1017,Kfeldspathizationzone,sectionb
1375,200,-976,Kfeldspathizationzone,sectionb
1439,200,-921,Kfeldspathizationzone,sectionb
1535,200,-826,Kfeldspathizationzone,sectionb
1646,200,-736,Kfeldspathizationzone,sectionb
1776,200,-656,Kfeldspathizationzone,sectionb
1857,200,-605,Kfeldspathizationzone,sectionb
1919,200,-550,Kfeldspathizationzone,sectionb
