X,Y,Z,grade,formation,borehole
228.25,550.0,-483.0,5.058069055004824,4,20
228.25,550.0,-461.0,5.058078896788288,4,20
228.25,550.0,-439.0,5.05809488230525,4,20
228.25,550.0,-417.0,5.058116805166325,4,20
228.25,550.0,-395.0,5.058144289746136,4,20
228.25,550.0,-373.0,5.058176801055563,4,20
228.25,550.0,-351.0,5.058213664104124,4,20
228.25,550.0,-329.0,5.058254091721317,4,20
228.25,550.0,-307.0,5.058297218945006,4,20
1888.25,530.0,-989.0,5.059641770589176,4,21
1888.25,530.0,-967.0,5.059666462544762,4,21
1888.25,530.0,-945.0,5.0596880928828565,4,21
1888.25,530.0,-923.0,5.059705916608229,4,21
1888.25,530.0,-901.0,5.05971913426494,4,21
1888.25,530.0,-879.0,5.059726902552069,4,21
1888.25,530.0,-857.0,5.059728348771411,4,21
1888.25,530.0,-835.0,5.059722589327164,4,21
1888.25,530.0,-813.0,5.059708752305092,4,21
1888.25,530.0,-791.0,5.0596860039125024,4,21
1888.25,530.0,-769.0,5.059653578269065,4,21
1888.25,530.0,-747.0,5.059610809719728,4,21
1888.25,530.0,-725.0,5.059557166519532,4,21
1888.25,530.0,-703.0,5.059492284443951,4,21
1888.25,530.0,-681.0,5.059415998642068,4,21
1888.25,530.0,-659.0,5.059328371896711,4,21
1888.25,530.0,-637.0,5.059229717413079,4,21
560.25,890.0,-483.0,5.059147945754951,4,22
560.25,890.0,-461.0,5.059149033573127,4,22
560.25,890.0,-439.0,5.059149366190903,4,22
560.25,890.0,-417.0,5.059148920320847,4,22
560.25,890.0,-395.0,5.059147682167436,4,22
560.25,890.0,-373.0,5.059145648063408,4,22
560.25,890.0,-351.0,5.059142824870271,4,22
560.25,890.0,-329.0,5.0591392301186,4,22
560.25,890.0,-307.0,5.059134891874012,4,22
2054.25,110.0,-989.0,5.060866667343073,4,23
2054.25,110.0,-967.0,5.061019577861705,4,23
2054.25,110.0,-945.0,5.061178841411486,4,23
2054.25,110.0,-923.0,5.061343267511642,4,23
2054.25,110.0,-901.0,5.061511190687475,4,23
2054.25,110.0,-879.0,5.061680361782814,4,23
1556.25,570.0,-593.0,5.05972592434633,4,24
1556.25,570.0,-571.0,5.059650877141045,4,24
1556.25,570.0,-549.0,5.059567291574517,4,24
1556.25,570.0,-527.0,5.059475861796599,4,24
1556.25,570.0,-505.0,5.059377464088332,4,24
1556.25,570.0,-483.0,5.05927314357766,4,24
1556.25,570.0,-461.0,5.05916409462169,4,24
1556.25,570.0,-439.0,5.059051635327975,4,24
1556.25,570.0,-417.0,5.058937177010034,4,24
1556.25,570.0,-395.0,5.058822189668458,4,24
1556.25,570.0,-373.0,5.058708164834062,4,24
1556.25,570.0,-351.0,5.058596577279841,4,24
1556.25,570.0,-329.0,5.0584888471862826,4,24
1431.75,990.0,-703.0,5.059093151319498,4,25
1431.75,990.0,-681.0,5.059091154952245,4,25
1431.75,990.0,-659.0,5.059088543163905,4,25
1431.75,990.0,-637.0,5.0590853142808125,4,25
1431.75,990.0,-615.0,5.059081472807974,4,25
1431.75,990.0,-593.0,5.059077029623865,4,25
1431.75,990.0,-571.0,5.05907200207152,4,25
1431.75,990.0,-549.0,5.05906641393906,4,25
1431.75,990.0,-527.0,5.059060295325394,4,25
1431.75,990.0,-505.0,5.059053682389743,4,25
1431.75,990.0,-483.0,5.059046616986575,4,25
394.25,830.0,-483.0,5.05900038185428,4,26
394.25,830.0,-461.0,5.05900270602167,4,26
394.25,830.0,-439.0,5.059004836109335,4,26
394.25,830.0,-417.0,5.059006731240654,4,26
394.25,830.0,-395.0,5.059008352236627,4,26
394.25,830.0,-373.0,5.059009662788831,4,26
394.25,830.0,-351.0,5.059010630608254,4,26
394.25,830.0,-329.0,5.059011228497803,4,26
394.25,830.0,-307.0,5.059011435297411,4,26
850.75,710.0,-417.0,5.059895697404908,4,27
850.75,710.0,-395.0,5.059883415728956,4,27
850.75,710.0,-373.0,5.0598666592925525,4,27
850.75,710.0,-351.0,5.059845557796281,4,27
850.75,710.0,-329.0,5.059820317286795,4,27
850.75,710.0,-307.0,5.0597912165901215,4,27
850.75,710.0,-285.0,5.059758601122678,4,27
850.75,710.0,-263.0,5.059722874296437,4,27
850.75,710.0,-241.0,5.059684486882175,4,27
684.75,750.0,-439.0,5.059578551978164,4,28
684.75,750.0,-417.0,5.05957544489086,4,28
684.75,750.0,-395.0,5.059569398070366,4,28
684.75,750.0,-373.0,5.059560423022504,4,28
684.75,750.0,-351.0,5.059548579744559,4,28
684.75,750.0,-329.0,5.05953397663278,4,28
684.75,750.0,-307.0,5.059516768787886,4,28
684.75,750.0,-285.0,5.059497154739056,4,28
1473.25,790.0,-637.0,5.059298205113669,4,29
1473.25,790.0,-615.0,5.059285402877852,4,29
1473.25,790.0,-593.0,5.059270527724097,4,29
1473.25,790.0,-571.0,5.059253644506931,4,29
1473.25,790.0,-549.0,5.059234846776483,4,29
1473.25,790.0,-527.0,5.059214256290175,4,29
1473.25,790.0,-505.0,5.059192021855056,4,29
1473.25,790.0,-483.0,5.059168317504978,4,29
1473.25,790.0,-461.0,5.059143340039816,4,29
1473.25,790.0,-439.0,5.059117305977348,4,29
1473.25,790.0,-417.0,5.059090447989903,4,29
1473.25,790.0,-395.0,5.05906301091738,4,29
560.25,790.0,-461.0,5.0592914764252574,4,3
560.25,790.0,-439.0,5.0592927906013845,4,3
560.25,790.0,-417.0,5.059292604633511,4,3
560.25,790.0,-395.0,5.059290879713101,4,3
560.25,790.0,-373.0,5.059287599553393,4,3
560.25,790.0,-351.0,5.059282771632179,4,3
560.25,790.0,-329.0,5.059276427755661,4,3
560.25,790.0,-307.0,5.059268623890775,4,3
560.25,790.0,-285.0,5.05925943924844,4,3
1929.75,910.0,-989.0,5.059050682165213,4,30
1929.75,910.0,-967.0,5.059051105527819,4,30
1929.75,910.0,-945.0,5.05905094407871,4,30
1929.75,910.0,-923.0,5.059050145041736,4,30
1929.75,910.0,-901.0,5.05904865787365,4,30
1929.75,910.0,-879.0,5.059046435290984,4,30
1929.75,910.0,-857.0,5.059043434348357,4,30
1929.75,910.0,-835.0,5.059039617546973,4,30
1971.25,110.0,-989.0,5.061353316543533,4,31
1971.25,110.0,-967.0,5.061563742231444,4,31
1971.25,110.0,-945.0,5.061786688146041,4,31
1971.25,110.0,-923.0,5.062021419749893,4,31
1971.25,110.0,-901.0,5.062266669107257,4,31
1971.25,110.0,-879.0,5.062520463104317,4,31
1971.25,110.0,-857.0,5.062779899757986,4,31
1971.25,110.0,-835.0,5.063040859293048,4,31
1971.25,110.0,-813.0,5.063297638669184,4,31
1971.25,110.0,-791.0,5.063542508724775,4,31
1971.25,110.0,-769.0,5.063765221110998,4,31
1971.25,110.0,-747.0,5.063952550670089,4,31
1971.25,110.0,-725.0,5.064088059066865,4,31
20.75,110.0,-615.0,5.0506786124703,4,32
20.75,110.0,-593.0,5.049888050597453,4,32
20.75,110.0,-571.0,5.049064342617543,4,32
20.75,110.0,-549.0,5.0482210940254175,4,32
20.75,110.0,-527.0,5.047377867792747,4,32
20.75,110.0,-505.0,5.046561325102359,4,32
20.75,110.0,-483.0,5.0458059654783405,4,32
20.75,110.0,-461.0,5.045153909288945,4,32
20.75,110.0,-439.0,5.044652949212414,4,32
20.75,110.0,-417.0,5.044352061767111,4,32
20.75,110.0,-395.0,5.044294018670831,4,32
20.75,110.0,-373.0,5.0445059512999855,4,32
20.75,110.0,-351.0,5.044990524179936,4,32
20.75,110.0,-329.0,5.045721662596339,4,32
477.25,670.0,-461.0,5.059335890877567,4,33
477.25,670.0,-439.0,5.059342613199126,4,33
477.25,670.0,-417.0,5.05934741200057,4,33
477.25,670.0,-395.0,5.059350134058807,4,33
477.25,670.0,-373.0,5.059350658758167,4,33
477.25,670.0,-351.0,5.059348903711809,4,33
477.25,670.0,-329.0,5.059344829218542,4,33
477.25,670.0,-307.0,5.059338441242323,4,33
477.25,670.0,-285.0,5.059329792678706,4,33
1556.25,470.0,-549.0,5.060044079787264,4,34
1556.25,470.0,-527.0,5.059882128541972,4,34
1556.25,470.0,-505.0,5.059705032179725,4,34
1556.25,470.0,-483.0,5.059514837750365,4,34
1556.25,470.0,-461.0,5.059313984295931,4,34
1556.25,470.0,-439.0,5.059105248149028,4,34
1556.25,470.0,-417.0,5.058891671768039,4,34
1556.25,470.0,-395.0,5.058676478505108,4,34
1556.25,470.0,-373.0,5.05846297687645,4,34
1556.25,470.0,-351.0,5.058254458943387,4,34
1556.25,470.0,-329.0,5.058054098101273,4,34
1556.25,470.0,-307.0,5.057864851735081,4,34
1556.25,470.0,-285.0,5.057689373767101,4,34
394.25,610.0,-461.0,5.059079836613805,4,35
394.25,610.0,-439.0,5.059092797508737,4,35
394.25,610.0,-417.0,5.059105314209178,4,35
394.25,610.0,-395.0,5.059117099132648,4,35
394.25,610.0,-373.0,5.059127864502986,4,35
394.25,610.0,-351.0,5.059137334114352,4,35
394.25,610.0,-329.0,5.059145255322453,4,35
394.25,610.0,-307.0,5.0591514104640165,4,35
394.25,610.0,-285.0,5.059155626903098,4,35
435.75,230.0,-439.0,5.061063375733762,4,36
435.75,230.0,-417.0,5.061316264742551,4,36
435.75,230.0,-395.0,5.061562533114544,4,36
435.75,230.0,-373.0,5.06179082364402,4,36
435.75,230.0,-351.0,5.061989135676512,4,36
435.75,230.0,-329.0,5.062145992994901,4,36
435.75,230.0,-307.0,5.062251727056953,4,36
435.75,230.0,-285.0,5.062299640104958,4,36
435.75,230.0,-263.0,5.062286812256898,4,36
435.75,230.0,-241.0,5.06221438895121,4,36
975.25,750.0,-439.0,5.059728793849674,4,37
975.25,750.0,-417.0,5.059719914408927,4,37
975.25,750.0,-395.0,5.05970775197926,4,37
975.25,750.0,-373.0,5.0596923726840055,4,37
975.25,750.0,-351.0,5.059673891327772,4,37
975.25,750.0,-329.0,5.059652470273168,4,37
975.25,750.0,-307.0,5.0596283168630425,4,37
975.25,750.0,-285.0,5.059601679437391,4,37
975.25,750.0,-263.0,5.059572842066555,4,37
477.25,830.0,-483.0,5.059114925322183,4,38
477.25,830.0,-461.0,5.059117184998451,4,38
477.25,830.0,-439.0,5.059118782455653,4,38
477.25,830.0,-417.0,5.0591196753790975,4,38
477.25,830.0,-395.0,5.05911982996055,4,38
477.25,830.0,-373.0,5.059119222110242,4,38
477.25,830.0,-351.0,5.059117838449756,4,38
477.25,830.0,-329.0,5.059115677034047,4,38
477.25,830.0,-307.0,5.059112747761122,4,38
1473.25,630.0,-549.0,5.059606862330749,4,39
1473.25,630.0,-527.0,5.059557581536126,4,39
1473.25,630.0,-505.0,5.059503511999537,4,39
1473.25,630.0,-483.0,5.059445138798353,4,39
1473.25,630.0,-461.0,5.05938303077461,4,39
1473.25,630.0,-439.0,5.059317830355881,4,39
1473.25,630.0,-417.0,5.059250240972,4,39
1473.25,630.0,-395.0,5.059181012454282,4,39
1473.25,630.0,-373.0,5.059110924898355,4,39
1473.25,630.0,-351.0,5.059040771542056,4,39
1473.25,630.0,-329.0,5.058971341250644,4,39
1680.75,810.0,-835.0,5.059206749516981,4,4
1680.75,810.0,-813.0,5.059203198840612,4,4
1680.75,810.0,-791.0,5.059197837333887,4,4
1680.75,810.0,-769.0,5.059190577744101,4,4
1680.75,810.0,-747.0,5.059181351232831,4,4
1680.75,810.0,-725.0,5.059170110278082,4,4
1680.75,810.0,-703.0,5.0591568313440725,4,4
1680.75,810.0,-681.0,5.059141517214337,4,4
1680.75,810.0,-659.0,5.05912419888559,4,4
1680.75,810.0,-637.0,5.059104936925901,4,4
1680.75,810.0,-615.0,5.059083822211926,4,4
1680.75,810.0,-593.0,5.059060975976107,4,4
1680.75,810.0,-571.0,5.059036549115334,4,4
1680.75,810.0,-549.0,5.059010720736714,4,4
228.25,190.0,-483.0,5.050883880947012,4,40
228.25,190.0,-461.0,5.050754428981238,4,40
228.25,190.0,-439.0,5.050796881112502,4,40
228.25,190.0,-417.0,5.051042191222585,4,40
228.25,190.0,-395.0,5.051506634432292,4,40
228.25,190.0,-373.0,5.052182554047343,4,40
228.25,190.0,-351.0,5.053032574012266,4,40
228.25,190.0,-329.0,5.0539919258960575,4,40
228.25,190.0,-307.0,5.054980719818945,4,40
228.25,190.0,-285.0,5.055922210080855,4,40
1058.25,910.0,-505.0,5.059281721797975,4,41
1058.25,910.0,-483.0,5.059279679556741,4,41
1058.25,910.0,-461.0,5.059276502980664,4,41
1058.25,910.0,-439.0,5.059272193934495,4,41
1058.25,910.0,-417.0,5.059266766707441,4,41
1058.25,910.0,-395.0,5.059260248213627,4,41
1058.25,910.0,-373.0,5.059252677933494,4,41
1058.25,910.0,-351.0,5.059244107585087,4,41
1058.25,910.0,-329.0,5.059234600523214,4,41
726.25,330.0,-395.0,5.065413309124959,4,42
726.25,330.0,-373.0,5.065299182467836,4,42
726.25,330.0,-351.0,5.065102923841107,4,42
726.25,330.0,-329.0,5.064826035671079,4,42
726.25,330.0,-307.0,5.064474348950028,4,42
726.25,330.0,-285.0,5.064057970133456,4,42
726.25,330.0,-263.0,5.063590704532622,4,42
726.25,330.0,-241.0,5.063088990413379,4,42
1639.25,530.0,-659.0,5.05988688499059,4,43
1639.25,530.0,-637.0,5.0598059891237614,4,43
1639.25,530.0,-615.0,5.05971183068486,4,43
1639.25,530.0,-593.0,5.059604803144824,4,43
1639.25,530.0,-571.0,5.059485598253814,4,43
1639.25,530.0,-549.0,5.059355209499484,4,43
1639.25,530.0,-527.0,5.059214924667883,4,43
1639.25,530.0,-505.0,5.05906630698174,4,43
1639.25,530.0,-483.0,5.058911164869748,4,43
1639.25,530.0,-461.0,5.058751511049523,4,43
1639.25,530.0,-439.0,5.058589512245241,4,43
1639.25,530.0,-417.0,5.058427431467865,4,43
1639.25,530.0,-395.0,5.05826756529945,4,43
1639.25,530.0,-373.0,5.058112178996809,4,43
1431.75,470.0,-439.0,5.060128667405442,4,44
1431.75,470.0,-417.0,5.059980626308408,4,44
1431.75,470.0,-395.0,5.059825525848816,4,44
1431.75,470.0,-373.0,5.0596654467246855,4,44
1431.75,470.0,-351.0,5.059502570929877,4,44
1431.75,470.0,-329.0,5.05933912565449,4,44
1431.75,470.0,-307.0,5.059177327334153,4,44
1431.75,470.0,-285.0,5.059019327540191,4,44
1431.75,470.0,-263.0,5.058867161761002,4,44
1431.75,470.0,-241.0,5.058722701717502,4,44
1431.75,470.0,-219.0,5.058587611855839,4,44
477.25,570.0,-439.0,5.059612715702312,4,45
477.25,570.0,-417.0,5.059624921309901,4,45
477.25,570.0,-395.0,5.059633125538387,4,45
477.25,570.0,-373.0,5.059636997180678,4,45
477.25,570.0,-351.0,5.059636291352958,4,45
477.25,570.0,-329.0,5.059630864055115,4,45
477.25,570.0,-307.0,5.059620682663945,4,45
477.25,570.0,-285.0,5.0596058314014725,4,45
477.25,570.0,-263.0,5.059586511179118,4,45
1888.25,810.0,-989.0,5.059131113535119,4,46
1888.25,810.0,-967.0,5.0591333129584894,4,46
1888.25,810.0,-945.0,5.05913451472329,4,46
1888.25,810.0,-923.0,5.059134604143959,4,46
1888.25,810.0,-901.0,5.059133468224625,4,46
1888.25,810.0,-879.0,5.059130997856863,4,46
1888.25,810.0,-857.0,5.059127090218807,4,46
1888.25,810.0,-835.0,5.059121651333959,4,46
1888.25,810.0,-813.0,5.059114598735687,4,46
1888.25,810.0,-791.0,5.059105864171663,4,46
1888.25,810.0,-769.0,5.059095396271672,4,46
1888.25,810.0,-747.0,5.059083163093332,4,46
601.75,870.0,-483.0,5.0592101273126895,4,47
601.75,870.0,-461.0,5.059211237261082,4,47
601.75,870.0,-439.0,5.059211334957043,4,47
601.75,870.0,-417.0,5.059210393711062,4,47
601.75,870.0,-395.0,5.059208400015276,4,47
601.75,870.0,-373.0,5.059205354306213,4,47
601.75,870.0,-351.0,5.059201271387288,4,47
601.75,870.0,-329.0,5.059196180481371,4,47
601.75,870.0,-307.0,5.05919012489849,4,47
2012.75,350.0,-989.0,5.060087291418268,4,48
2012.75,350.0,-967.0,5.060148222981876,4,48
2012.75,350.0,-945.0,5.060206699322999,4,48
2012.75,350.0,-923.0,5.060261382191098,4,48
2012.75,350.0,-901.0,5.060310732167392,4,48
2012.75,350.0,-879.0,5.060353008185031,4,48
2012.75,350.0,-857.0,5.0603862762784,4,48
2012.75,350.0,-835.0,5.060408430145173,4,48
2012.75,350.0,-813.0,5.060417226042298,4,48
2012.75,350.0,-791.0,5.06041033413702,4,48
2012.75,350.0,-769.0,5.060385407602366,4,48
2012.75,350.0,-747.0,5.060340169441468,4,48
601.75,590.0,-439.0,5.0601364889643285,4,49
601.75,590.0,-417.0,5.060137614228135,4,49
601.75,590.0,-395.0,5.060131457884955,4,49
601.75,590.0,-373.0,5.060117884167575,4,49
601.75,590.0,-351.0,5.060096919314096,4,49
601.75,590.0,-329.0,5.060068758133348,4,49
601.75,590.0,-307.0,5.060033763100573,4,49
601.75,590.0,-285.0,5.059992455637562,4,49
601.75,590.0,-263.0,5.0599454998225335,4,49
394.25,450.0,-461.0,5.059170323978683,4,5
394.25,450.0,-439.0,5.059217376190665,4,5
394.25,450.0,-417.0,5.059265147121424,4,5
394.25,450.0,-395.0,5.059312345855733,4,5
394.25,450.0,-373.0,5.059357579108611,4,5
394.25,450.0,-351.0,5.059399424031229,4,5
394.25,450.0,-329.0,5.059436510520451,4,5
394.25,450.0,-307.0,5.059467605503369,4,5
394.25,450.0,-285.0,5.059491690754133,4,5
394.25,450.0,-263.0,5.059508026144234,4,5
20.75,90.0,-615.0,5.05033889516086,4,50
20.75,90.0,-593.0,5.049491261478693,4,50
20.75,90.0,-571.0,5.048602087655584,4,50
20.75,90.0,-549.0,5.047684659300127,4,50
20.75,90.0,-527.0,5.046758839377788,4,50
20.75,90.0,-505.0,5.0458526134438095,4,50
20.75,90.0,-483.0,5.045003341536806,4,50
20.75,90.0,-461.0,5.044258075011526,4,50
20.75,90.0,-439.0,5.0436719477621095,4,50
20.75,90.0,-417.0,5.0433034484005645,4,50
20.75,90.0,-395.0,5.043205750197706,4,50
20.75,90.0,-373.0,5.043414747635088,4,50
20.75,90.0,-351.0,5.043937038541617,4,50
20.75,90.0,-329.0,5.044743372723587,4,50
1514.75,670.0,-593.0,5.059475863978481,4,51
1514.75,670.0,-571.0,5.059438298429322,4,51
1514.75,670.0,-549.0,5.059396520181064,4,51
1514.75,670.0,-527.0,5.059350839178865,4,51
1514.75,670.0,-505.0,5.059301638916115,4,51
1514.75,670.0,-483.0,5.05924937109291,4,51
1514.75,670.0,-461.0,5.059194548150206,4,51
1514.75,670.0,-439.0,5.059137733854129,4,51
1514.75,670.0,-417.0,5.059079532193762,4,51
1514.75,670.0,-395.0,5.059020574935391,4,51
1514.75,670.0,-373.0,5.058961508239695,4,51
1307.25,930.0,-615.0,5.059181447820573,4,52
1307.25,930.0,-593.0,5.059178823823824,4,52
1307.25,930.0,-571.0,5.059175336781093,4,52
1307.25,930.0,-549.0,5.059170991018733,4,52
1307.25,930.0,-527.0,5.059165799585024,4,52
1307.25,930.0,-505.0,5.0591597843645,4,52
1307.25,930.0,-483.0,5.059152976042103,4,52
1307.25,930.0,-461.0,5.059145413911644,4,52
1307.25,930.0,-439.0,5.059137145526838,4,52
1307.25,930.0,-417.0,5.059128226197185,4,52
1307.25,930.0,-395.0,5.059118718334973,4,52
601.75,370.0,-417.0,5.0628024199389285,4,53
601.75,370.0,-395.0,5.062800767380082,4,53
601.75,370.0,-373.0,5.062760021231799,4,53
601.75,370.0,-351.0,5.062679214401699,4,53
601.75,370.0,-329.0,5.062558912135444,4,53
601.75,370.0,-307.0,5.06240130095467,4,53
601.75,370.0,-285.0,5.062210145064281,4,53
601.75,370.0,-263.0,5.061990602228965,4,53
601.75,370.0,-241.0,5.061748911837466,4,53
145.25,770.0,-483.0,5.058615419744724,4,54
145.25,770.0,-461.0,5.058616691706708,4,54
145.25,770.0,-439.0,5.058619345543153,4,54
145.25,770.0,-417.0,5.058623353009941,4,54
145.25,770.0,-395.0,5.058628663799965,4,54
145.25,770.0,-373.0,5.058635206604404,4,54
145.25,770.0,-351.0,5.058642890874247,4,54
145.25,770.0,-329.0,5.058651609215423,4,54
145.25,770.0,-307.0,5.05866124031571,4,54
1141.25,590.0,-395.0,5.060407392812415,4,55
1141.25,590.0,-373.0,5.060368654955437,4,55
1141.25,590.0,-351.0,5.060323273285983,4,55
1141.25,590.0,-329.0,5.0602716574103255,4,55
1141.25,590.0,-307.0,5.060214326498868,4,55
1141.25,590.0,-285.0,5.060151899963066,4,55
1141.25,590.0,-263.0,5.060085084374783,4,55
1141.25,590.0,-241.0,5.060014657048421,4,55
1307.25,290.0,-307.0,5.062517928668778,4,56
1307.25,290.0,-285.0,5.062254334607301,4,56
1307.25,290.0,-263.0,5.061968472056915,4,56
1307.25,290.0,-241.0,5.061663706244773,4,56
1307.25,290.0,-219.0,5.061344872195122,4,56
1431.75,10.0,-329.0,5.060459337386275,4,57
1431.75,10.0,-307.0,5.064146395690154,4,57
