,X,Y,Z,grade,formation,borehole
50,2002.0,2449.0,-300.2,3.056071393915309,5,8
51,2002.0,2449.0,-288.6,3.056069188113232,5,8
52,2002.0,2449.0,-277.0,3.056065817742328,5,8
53,2002.0,2449.0,-265.4,3.056061362749558,5,8
54,2002.0,2449.0,-253.79999999999998,3.0560559027022465,5,8
55,814.0,1457.0,-230.6,3.0602261826263373,5,9
56,814.0,1457.0,-219.0,3.0604192743121517,5,9
57,814.0,1457.0,-207.39999999999998,3.060599600380761,5,9
58,814.0,1457.0,-195.8,3.060765148836702,5,9
59,814.0,1457.0,-184.2,3.060914094135962,5,9
60,814.0,1457.0,-172.60000000000002,3.061044851446793,5,9
61,814.0,1457.0,-161.0,3.0611561232335123,5,9
62,814.0,1457.0,-149.39999999999998,3.0612469354006326,5,9
63,946.0,403.0,-195.8,3.055129775028472,5,10
64,946.0,403.0,-184.2,3.055138962763433,5,10
65,946.0,403.0,-172.60000000000002,3.05514845630468,5,10
66,946.0,403.0,-161.0,3.0551582293524957,5,10
67,946.0,403.0,-149.39999999999998,3.0551682543755985,5,10
68,946.0,403.0,-137.8,3.055178502771072,5,10
69,946.0,403.0,-126.19999999999999,3.0551889450340064,5,10
70,946.0,403.0,-114.60000000000002,3.0551995509351553,5,10
71,946.0,1395.0,-242.2,3.0610997729540923,5,11
72,946.0,1395.0,-230.6,3.061573856035693,5,11
73,946.0,1395.0,-219.0,3.062035994724138,5,11
74,946.0,1395.0,-207.39999999999998,3.062477517360741,5,11
75,946.0,1395.0,-195.8,3.062889701877246,5,11
76,946.0,1395.0,-184.2,3.0632642472969205,5,11
77,946.0,1395.0,-172.60000000000002,3.063593762607837,5,11
78,946.0,1395.0,-161.0,3.06387221699618,5,11
79,946.0,1395.0,-149.39999999999998,3.064095295442301,5,11
80,946.0,1395.0,-137.8,3.0642606151584237,5,11
81,1826.0,2387.0,-300.2,3.0560116678326135,5,12
82,1826.0,2387.0,-288.6,3.0560132110083424,5,12
83,1826.0,2387.0,-277.0,3.056013663517991,5,12
84,1826.0,2387.0,-265.4,3.056013088585563,5,12
85,1826.0,2387.0,-253.79999999999998,3.0560115494743583,5,12
86,1826.0,2387.0,-242.2,3.0560091090487034,5,12
87,1826.0,2387.0,-230.6,3.0560058293843877,5,12
88,1826.0,2387.0,-219.0,3.0560017714271965,5,12
89,1210.0,1271.0,-207.39999999999998,3.0519152179744866,5,13
90,1210.0,1271.0,-195.8,3.052283234087592,5,13
91,1518.0,155.0,-242.2,3.0475088718683825,5,14
92,1518.0,155.0,-230.6,3.047803563141276,5,14
93,1518.0,155.0,-219.0,3.0481465703431776,5,14
94,1518.0,155.0,-207.39999999999998,3.048539683717375,5,14
95,1518.0,155.0,-195.8,3.0489841254364256,5,14
96,1518.0,155.0,-184.2,3.049480023983025,5,14
97,1518.0,155.0,-172.60000000000002,3.0500257990697928,5,14
98,1518.0,155.0,-161.0,3.0506175831279636,5,14
99,990.0,775.0,-219.0,3.0555280734013075,5,15
100,990.0,775.0,-207.39999999999998,3.0555405777136375,5,15
101,990.0,775.0,-195.8,3.055553106565626,5,15
102,990.0,775.0,-184.2,3.0555656215275415,5,15
103,990.0,775.0,-172.60000000000002,3.0555780837198787,5,15
104,1562.0,2821.0,-242.2,3.055986566811086,5,16
105,1562.0,2821.0,-230.6,3.055972662986258,5,16
106,1562.0,2821.0,-219.0,3.055957861974387,5,16
107,1562.0,2821.0,-207.39999999999998,3.055942370062114,5,16
108,1562.0,2821.0,-195.8,3.0559263680962303,5,16
109,1562.0,2821.0,-184.2,3.0559100138993798,5,16
110,1562.0,2821.0,-172.60000000000002,3.0558934445408186,5,16
111,1562.0,2821.0,-161.0,3.0558767784518777,5,16
112,1562.0,2821.0,-149.39999999999998,3.055860117382784,5,16
113,1562.0,2821.0,-137.8,3.0558435482013104,5,16
114,770.0,1953.0,-172.60000000000002,3.056352026686455,5,17
115,770.0,1953.0,-161.0,3.0563740398284005,5,17
116,770.0,1953.0,-149.39999999999998,3.0563945918771696,5,17
117,770.0,1953.0,-137.8,3.056413603341107,5,17
118,770.0,1953.0,-126.19999999999999,3.0564310044642746,5,17
119,770.0,1953.0,-114.60000000000002,3.0564467357653586,5,17
120,770.0,1953.0,-103.0,3.0564607484341,5,17
121,1078.0,341.0,-195.8,3.054786125312062,5,18
122,1078.0,341.0,-184.2,3.054807060225659,5,18
123,1078.0,341.0,-172.60000000000002,3.0548288659462335,5,18
124,1078.0,341.0,-161.0,3.0548514665411406,5,18
125,1078.0,341.0,-149.39999999999998,3.0548747814149237,5,18
126,770.0,2511.0,-91.39999999999998,3.055213004426476,5,19
127,770.0,2511.0,-79.80000000000001,3.055222744009235,5,19
128,770.0,2511.0,-68.19999999999999,3.0552322274575445,5,19
129,770.0,2511.0,-56.60000000000002,3.055241449595721,5,19
130,770.0,2511.0,-45.0,3.0552504060959986,5,19
131,1782.0,2325.0,-288.6,3.0559600122664055,5,20
132,1782.0,2325.0,-277.0,3.0559639685286424,5,20
133,1782.0,2325.0,-265.4,3.0559670463168076,5,20
134,1782.0,2325.0,-253.79999999999998,3.055969279933341,5,20
135,1782.0,2325.0,-242.2,3.055970704548716,5,20
136,1782.0,2325.0,-230.6,3.0559713559359376,5,20
137,1782.0,2325.0,-219.0,3.05597127022582,5,20
138,902.0,1705.0,-230.6,3.058907014442097,5,21
139,902.0,1705.0,-219.0,3.05909828682609,5,21
140,902.0,1705.0,-207.39999999999998,3.0592814381986764,5,21
141,902.0,1705.0,-195.8,3.059454495325931,5,21
142,902.0,1705.0,-184.2,3.059615605837374,5,21
143,902.0,1705.0,-172.60000000000002,3.059763092866293,5,21
144,902.0,1705.0,-161.0,3.059895504131742,5,21
145,902.0,1705.0,-149.39999999999998,3.0600116524988663,5,21
146,902.0,1705.0,-137.8,3.0601106456183604,5,21
147,1650.0,2325.0,-277.0,3.0557946747853815,5,22
148,1650.0,2325.0,-265.4,3.055802915924325,5,22
149,1650.0,2325.0,-253.79999999999998,3.055810391128224,5,22
150,1650.0,2325.0,-242.2,3.055817121569072,5,22
151,1650.0,2325.0,-230.6,3.0558231292509976,5,22
152,1650.0,2325.0,-219.0,3.0558284368109576,5,22
153,1650.0,2325.0,-207.39999999999998,3.055833067336088,5,22
154,1650.0,2325.0,-195.8,3.055837044197995,5,22
155,1166.0,2573.0,-207.39999999999998,3.054413430135074,5,23
156,1166.0,2573.0,-195.8,3.054462177919292,5,23
157,1166.0,2573.0,-184.2,3.054509397264048,5,23
158,1166.0,2573.0,-172.60000000000002,3.0545550726822284,5,23
159,1166.0,2573.0,-161.0,3.0545991956916123,5,23
160,1166.0,2573.0,-149.39999999999998,3.054641764232356,5,23
161,1166.0,2573.0,-137.8,3.054682782095407,5,23
162,1166.0,2573.0,-126.19999999999999,3.0547222583664406,5,23
163,1166.0,2573.0,-114.60000000000002,3.0547602068893323,5,23
164,1166.0,2573.0,-103.0,3.0547966457521336,5,23
165,1166.0,2573.0,-91.39999999999998,3.0548315967979676,5,23
166,1166.0,2573.0,-79.80000000000001,3.0548650851625716,5,23
167,814.0,1209.0,-219.0,3.0575211587303084,5,24
168,814.0,1209.0,-207.39999999999998,3.0575935154946303,5,24
169,814.0,1209.0,-195.8,3.057662004691551,5,24
170,814.0,1209.0,-184.2,3.0577261738453814,5,24
171,814.0,1209.0,-172.60000000000002,3.0577856089730235,5,24
172,814.0,1209.0,-161.0,3.057839941245614,5,24
173,814.0,1209.0,-149.39999999999998,3.0578888526656582,5,24
174,814.0,1209.0,-137.8,3.057932080585334,5,24
175,814.0,1209.0,-126.19999999999999,3.0579694209381763,5,24
176,2046.0,2697.0,-381.4,3.0571458991074785,5,25
177,2046.0,2697.0,-369.8,3.0571414559466707,5,25
178,2046.0,2697.0,-358.2,3.057131833710364,5,25
179,2046.0,2697.0,-346.6,3.057117471960629,5,25
180,2046.0,2697.0,-335.0,3.057098806853178,5,25
181,2046.0,2697.0,-323.4,3.0570762667856783,5,25
182,2046.0,2697.0,-311.79999999999995,3.057050268718063,5,25
183,2046.0,2697.0,-300.2,3.0570212151322678,5,25
184,2046.0,2697.0,-288.6,3.0569894915897424,5,25
185,2046.0,2697.0,-277.0,3.056955464839217,5,25
186,814.0,2139.0,-161.0,3.0557199825506385,5,26
187,814.0,2139.0,-149.39999999999998,3.05573202552178,5,26
188,814.0,2139.0,-137.8,3.055743592413765,5,26
189,814.0,2139.0,-126.19999999999999,3.05575465135527,5,26
190,814.0,2139.0,-114.60000000000002,3.055765172778407,5,26
191,814.0,2139.0,-103.0,3.05577512959383,5,26
192,814.0,2139.0,-91.39999999999998,3.055784497342297,5,26
193,814.0,2139.0,-79.80000000000001,3.0557932543212947,5,26
194,2134.0,2945.0,-427.8,3.057478466156564,5,27
195,2134.0,2945.0,-416.2,3.05750220824884,5,27
196,2134.0,2945.0,-404.6,3.0575169292065967,5,27
197,2134.0,2945.0,-393.0,3.057523227162449,5,27
198,2134.0,2945.0,-381.4,3.057521719036254,5,27
199,2134.0,2945.0,-369.8,3.057513030661568,5,27
200,2134.0,2945.0,-358.2,3.0574977881249787,5,27
201,2134.0,2945.0,-346.6,3.0574766103062094,5,27
202,2134.0,2945.0,-335.0,3.0574501025779357,5,27
203,2178.0,2449.0,-323.4,3.0558296610114417,5,28
204,1122.0,2449.0,-207.39999999999998,3.054872088257501,5,29
205,1122.0,2449.0,-195.8,3.0548994912169403,5,29
206,1122.0,2449.0,-184.2,3.0549262883758774,5,29
207,1122.0,2449.0,-172.60000000000002,3.054952454346563,5,29
208,1122.0,2449.0,-161.0,3.054977966833212,5,29
209,1122.0,2449.0,-149.39999999999998,3.05500280651747,5,29
210,1122.0,2449.0,-137.8,3.055026956937419,5,29
211,1122.0,2449.0,-126.19999999999999,3.0550504043618147,5,29
212,1122.0,2449.0,-114.60000000000002,3.055073137661168,5,29
213,1122.0,2449.0,-103.0,3.0550951481769553,5,29
214,1122.0,2449.0,-91.39999999999998,3.055116429590168,5,29
215,1122.0,2449.0,-79.80000000000001,3.05513697779026,5,29
216,638.0,1829.0,-126.19999999999999,3.0566544749285782,5,30
217,638.0,1829.0,-114.60000000000002,3.0566646998004865,5,30
218,638.0,1829.0,-103.0,3.0566729244189457,5,30
219,1254.0,2635.0,-219.0,3.054045150000139,5,31
220,1254.0,2635.0,-207.39999999999998,3.0541187831405576,5,31
221,1254.0,2635.0,-195.8,3.0541894774958935,5,31
222,1254.0,2635.0,-184.2,3.054257257035095,5,31
223,1254.0,2635.0,-172.60000000000002,3.054322156981094,5,31
224,1254.0,2635.0,-161.0,3.0543842223565565,5,31
225,1254.0,2635.0,-149.39999999999998,3.0544435066182833,5,31
226,1254.0,2635.0,-137.8,3.0545000703849254,5,31
227,1254.0,2635.0,-126.19999999999999,3.054553980260219,5,31
228,1254.0,2635.0,-114.60000000000002,3.054605307752167,5,31
229,1254.0,2635.0,-103.0,3.054654128287062,5,31
230,814.0,2015.0,-184.2,3.056084003216474,5,32
231,814.0,2015.0,-172.60000000000002,3.0561052090443783,5,32
232,814.0,2015.0,-161.0,3.0561254722781226,5,32
233,814.0,2015.0,-149.39999999999998,3.056144716235183,5,32
234,814.0,2015.0,-137.8,3.0561628699780417,5,32
235,814.0,2015.0,-126.19999999999999,3.0561798688906316,5,32
236,814.0,2015.0,-114.60000000000002,3.0561956551733767,5,32
237,814.0,2015.0,-103.0,3.0562101782503768,5,32
238,1122.0,3007.0,-195.8,3.0531497622663863,5,33
239,1122.0,3007.0,-184.2,3.053274537332129,5,33
240,1122.0,3007.0,-172.60000000000002,3.0533934242519276,5,33
241,1122.0,3007.0,-161.0,3.0535065825040513,5,33
242,1122.0,3007.0,-149.39999999999998,3.0536141821977982,5,33
243,1122.0,3007.0,-137.8,3.053716401636596,5,33
244,1122.0,3007.0,-126.19999999999999,3.053813425143824,5,33
245,1122.0,3007.0,-114.60000000000002,3.0539054411359885,5,33
246,1122.0,3007.0,-103.0,3.0539926404266287,5,33
247,1122.0,2511.0,-207.39999999999998,3.0546772036750824,5,34
248,1122.0,2511.0,-195.8,3.0547120568481274,5,34
249,1122.0,2511.0,-184.2,3.0547460213850752,5,34
250,1122.0,2511.0,-172.60000000000002,3.0547790727403097,5,34
251,1122.0,2511.0,-161.0,3.0548111908779956,5,34
252,1122.0,2511.0,-149.39999999999998,3.0548423600194234,5,34
253,1122.0,2511.0,-137.8,3.0548725683853717,5,34
254,1122.0,2511.0,-126.19999999999999,3.054901807936387,5,34
255,1122.0,2511.0,-114.60000000000002,3.054930074113632,5,34
256,1122.0,2511.0,-103.0,3.0549573655825606,5,34
257,1122.0,2511.0,-91.39999999999998,3.054983683981442,5,34
258,1122.0,2511.0,-79.80000000000001,3.0550090336762907,5,34
259,1826.0,2759.0,-311.79999999999995,3.059069934845834,5,35
260,1826.0,2759.0,-300.2,3.058918635213428,5,35
261,1826.0,2759.0,-288.6,3.0587687980670015,5,35
262,1826.0,2759.0,-277.0,3.0586211627911295,5,35
263,1826.0,2759.0,-265.4,3.0584763431826216,5,35
264,1826.0,2759.0,-253.79999999999998,3.0583348409337403,5,35
265,1826.0,2759.0,-242.2,3.0581970583546587,5,35
266,1826.0,2759.0,-230.6,3.0580633102306796,5,35
267,1826.0,2759.0,-219.0,3.057933834758894,5,35
268,1826.0,2759.0,-207.39999999999998,3.0578088035472915,5,35
269,1826.0,2759.0,-195.8,3.057688330686009,5,35
270,1254.0,2387.0,-230.6,3.0550136636020033,5,36
271,1254.0,2387.0,-219.0,3.0550391653802924,5,36
272,1254.0,2387.0,-207.39999999999998,3.0550641375979346,5,36
273,1254.0,2387.0,-195.8,3.0550885532663727,5,36
274,1254.0,2387.0,-184.2,3.05511238792939,5,36
275,1254.0,2387.0,-172.60000000000002,3.055135619592613,5,36
276,1254.0,2387.0,-161.0,3.0551582286486636,5,36
277,1254.0,2387.0,-149.39999999999998,3.0551801977995647,5,36
278,1254.0,2387.0,-137.8,3.0552015119772893,5,36
279,1254.0,2387.0,-126.19999999999999,3.055222158263689,5,36
280,1166.0,1953.0,-219.0,3.055484639593983,5,37
281,1166.0,1953.0,-207.39999999999998,3.0555569863942793,5,37
282,1166.0,1953.0,-195.8,3.0556318211450204,5,37
283,1166.0,1953.0,-184.2,3.0557087202484925,5,37
284,1166.0,1953.0,-172.60000000000002,3.0557872269122277,5,37
285,1166.0,1953.0,-161.0,3.055866857283556,5,37
286,1166.0,1953.0,-149.39999999999998,3.05594710725196,5,37
287,814.0,1705.0,-219.0,3.058542601231749,5,38
288,814.0,1705.0,-207.39999999999998,3.058651788023195,5,38
289,814.0,1705.0,-195.8,3.058753832647492,5,38
290,814.0,1705.0,-184.2,3.058847900547271,5,38
291,814.0,1705.0,-172.60000000000002,3.0589332456594964,5,38
292,814.0,1705.0,-161.0,3.059009225958717,5,38
293,814.0,1705.0,-149.39999999999998,3.0590753161692974,5,38
294,814.0,1705.0,-137.8,3.0591311171315185,5,38
295,1694.0,2325.0,-277.0,3.055866620455995,5,39
296,1694.0,2325.0,-265.4,3.0558728414937892,5,39
297,1694.0,2325.0,-253.79999999999998,3.0558782580874717,5,39
298,1694.0,2325.0,-242.2,3.055882897506366,5,39
299,1694.0,2325.0,-230.6,3.0558867877398543,5,39
300,1694.0,2325.0,-219.0,3.0558899572781164,5,39
301,1694.0,2325.0,-207.39999999999998,3.0558924349117067,5,39
302,990.0,2201.0,-207.39999999999998,3.0554746223512663,5,40
303,990.0,2201.0,-195.8,3.0554918889517895,5,40
304,990.0,2201.0,-184.2,3.055508989896771,5,40
305,990.0,2201.0,-172.60000000000002,3.0555258793707174,5,40
306,990.0,2201.0,-161.0,3.055542512002107,5,40
307,990.0,2201.0,-149.39999999999998,3.0555588431503997,5,40
308,990.0,2201.0,-137.8,3.0555748291908427,5,40
309,990.0,2201.0,-126.19999999999999,3.0555904277935526,5,40
310,990.0,2201.0,-114.60000000000002,3.0556055981934738,5,40
311,990.0,2201.0,-103.0,3.0556203014479943,5,40
312,990.0,2201.0,-91.39999999999998,3.0556345006791257,5,40
313,990.0,1767.0,-230.6,3.0572512116885986,5,41
314,990.0,1767.0,-219.0,3.057430698497091,5,41
315,990.0,1767.0,-207.39999999999998,3.057608701328397,5,41
316,990.0,1767.0,-195.8,3.0577834998111806,5,41
317,990.0,1767.0,-184.2,3.0579533893754745,5,41
318,990.0,1767.0,-172.60000000000002,3.058116726975007,5,41
319,990.0,1767.0,-161.0,3.0582719752569254,5,41
320,990.0,1767.0,-149.39999999999998,3.0584177426688925,5,41
321,990.0,1767.0,-137.8,3.0585528172467877,5,41
322,990.0,1767.0,-126.19999999999999,3.0586761923057177,5,41
323,1034.0,1271.0,-230.6,3.056881130499881,5,42
324,1034.0,1271.0,-219.0,3.0571415544122167,5,42
325,1034.0,1271.0,-207.39999999999998,3.0574044455670815,5,42
326,1034.0,1271.0,-195.8,3.057666664490295,5,42
327,1034.0,1271.0,-184.2,3.0579249950262497,5,42
328,1034.0,1271.0,-172.60000000000002,3.0581762588817933,5,42
329,1034.0,1271.0,-161.0,3.0584174321082767,5,42
330,2002.0,2945.0,-416.2,3.0601923249530802,5,43
331,2002.0,2945.0,-404.6,3.060125662144002,5,43
332,2002.0,2945.0,-393.0,3.0600436698426865,5,43
333,2002.0,2945.0,-381.4,3.059948628713227,5,43
334,2002.0,2945.0,-369.8,3.0598426526479043,5,43
335,2002.0,2945.0,-358.2,3.0597276840300283,5,43
336,2002.0,2945.0,-346.6,3.059605493344861,5,43
337,2002.0,2945.0,-335.0,3.059477682179943,5,43
338,2002.0,2945.0,-323.4,3.0593456887918085,5,43
339,2002.0,2945.0,-311.79999999999995,3.059210795545386,5,43
340,2002.0,2945.0,-300.2,3.0590741376491826,5,43
341,2002.0,2945.0,-288.6,3.0589367127153935,5,43
342,2002.0,2945.0,-277.0,3.0587993907653726,5,43
343,1342.0,2759.0,-230.6,3.05339453293512,5,44
344,1342.0,2759.0,-219.0,3.053526363885354,5,44
345,1342.0,2759.0,-207.39999999999998,3.053650615941794,5,44
346,1342.0,2759.0,-195.8,3.05376759500055,5,44
347,1342.0,2759.0,-184.2,3.053877613730485,5,44
348,1342.0,2759.0,-172.60000000000002,3.0539809878189463,5,44
349,1342.0,2759.0,-161.0,3.0540780328093082,5,44
350,1342.0,2759.0,-149.39999999999998,3.054169061467751,5,44
351,1342.0,2759.0,-137.8,3.054254381618901,5,44
352,1342.0,2759.0,-126.19999999999999,3.0543342943942275,5,44
353,1342.0,2759.0,-114.60000000000002,3.0544090928410537,5,44
354,1034.0,155.0,-172.60000000000002,3.05464558018196,5,45
355,1034.0,155.0,-161.0,3.0546718313465187,5,45
356,1034.0,155.0,-149.39999999999998,3.0546991067042444,5,45
357,1034.0,155.0,-137.8,3.0547272993010908,5,45
358,1034.0,155.0,-126.19999999999999,3.0547562966223056,5,45
359,1034.0,155.0,-114.60000000000002,3.0547859816052063,5,45
360,1034.0,155.0,-103.0,3.0548162337151434,5,45
361,2090.0,3069.0,-427.8,3.058122260002899,5,46
362,2090.0,3069.0,-416.2,3.0581370086770105,5,46
363,2090.0,3069.0,-404.6,3.058140104920924,5,46
364,2090.0,3069.0,-393.0,3.058132517948254,5,46
365,2090.0,3069.0,-381.4,3.058115217848908,5,46
366,2090.0,3069.0,-369.8,3.0580891623430353,5,46
367,2090.0,3069.0,-358.2,3.0580552858025625,5,46
368,2090.0,3069.0,-346.6,3.058014490382937,5,46
369,2090.0,3069.0,-335.0,3.057967639080525,5,46
370,2090.0,3069.0,-323.4,3.0579155505163444,5,46
371,2090.0,3069.0,-311.79999999999995,3.0578589952421975,5,46
372,1694.0,2511.0,-288.6,3.056061069463976,5,47
373,1694.0,2511.0,-277.0,3.0560573026240823,5,47
374,1694.0,2511.0,-265.4,3.0560521264806537,5,47
375,1694.0,2511.0,-253.79999999999998,3.05604568919576,5,47
376,1694.0,2511.0,-242.2,3.056038131464576,5,47
377,1694.0,2511.0,-230.6,3.0560295861471434,5,47
378,1694.0,2511.0,-219.0,3.0560201780415213,5,47
379,1694.0,2511.0,-207.39999999999998,3.0560100237804484,5,47
380,1694.0,2511.0,-195.8,3.0559992318344738,5,47
381,1694.0,2511.0,-184.2,3.055987902605449,5,47
382,814.0,589.0,-184.2,3.0553980499829088,5,48
383,814.0,589.0,-172.60000000000002,3.055402766437259,5,48
384,814.0,589.0,-161.0,3.0554074899522408,5,48
385,814.0,589.0,-149.39999999999998,3.055412209476046,5,48
386,814.0,589.0,-137.8,3.055416913940417,5,48
387,814.0,589.0,-126.19999999999999,3.0554215923121215,5,48
388,814.0,589.0,-114.60000000000002,3.05542623364418,5,48
389,1386.0,2511.0,-242.2,3.0547795941540126,5,49
390,1386.0,2511.0,-230.6,3.0548188966461396,5,49
391,1386.0,2511.0,-219.0,3.054856721208462,5,49
392,1386.0,2511.0,-207.39999999999998,3.0548930691448106,5,49
393,1386.0,2511.0,-195.8,3.054927947662906,5,49
394,1386.0,2511.0,-184.2,3.0549613692661772,5,49
395,1386.0,2511.0,-172.60000000000002,3.054993351165023,5,49
396,1386.0,2511.0,-161.0,3.0550239147122293,5,49
397,1386.0,2511.0,-149.39999999999998,3.055053084866598,5,49
398,1386.0,2511.0,-137.8,3.055080889687466,5,49
399,1034.0,465.0,-207.39999999999998,3.05508514893324,5,50
400,1034.0,465.0,-195.8,3.0550969918640343,5,50
401,1034.0,465.0,-184.2,3.0551092456739863,5,50
402,1034.0,465.0,-172.60000000000002,3.0551218752754044,5,50
403,1034.0,465.0,-161.0,3.0551348437502885,5,50
404,1078.0,1457.0,-242.2,3.0563383087144573,5,51
405,1078.0,1457.0,-230.6,3.057713958407761,5,51
406,1078.0,1457.0,-219.0,3.059388735505829,5,51
407,1078.0,1457.0,-207.39999999999998,3.0613677745977697,5,51
408,1078.0,1457.0,-195.8,3.0635884559980897,5,51
409,1078.0,1457.0,-184.2,3.065879129526525,5,51
410,1606.0,2325.0,-265.4,3.0557209283122724,5,52
411,1606.0,2325.0,-253.79999999999998,3.0557306808227285,5,52
412,1606.0,2325.0,-242.2,3.0557397304719176,5,52
413,1606.0,2325.0,-230.6,3.055748092233165,5,52
414,1606.0,2325.0,-219.0,3.055755781868839,5,52
415,1606.0,2325.0,-207.39999999999998,3.0557628157686714,5,52
416,1606.0,2325.0,-195.8,3.0557692108025813,5,52
417,1210.0,1271.0,-207.39999999999998,3.0519152179744866,5,53
418,1210.0,1271.0,-195.8,3.052283234087592,5,53
419,1914.0,2387.0,-300.2,3.056022697968383,5,54
420,1914.0,2387.0,-288.6,3.056023132211552,5,54
421,1914.0,2387.0,-277.0,3.0560225248153357,5,54
422,1914.0,2387.0,-265.4,3.056020934751107,5,54
423,1914.0,2387.0,-253.79999999999998,3.056018421333469,5,54
424,1914.0,2387.0,-242.2,3.0560150438015516,5,54
425,990.0,3069.0,-137.8,3.0541791610006617,5,55
426,990.0,3069.0,-126.19999999999999,3.0542387818186407,5,55
427,990.0,3069.0,-114.60000000000002,3.0542960438453672,5,55
428,990.0,3069.0,-103.0,3.0543509859292497,5,55
429,990.0,3069.0,-91.39999999999998,3.054403652176777,5,55
430,990.0,3069.0,-79.80000000000001,3.0544540912019906,5,55
431,990.0,3069.0,-68.19999999999999,3.0545023554283586,5,55
432,990.0,3069.0,-56.60000000000002,3.0545485004426416,5,55
433,2134.0,217.0,-219.0,3.05586201620382,5,56
434,2134.0,217.0,-207.39999999999998,3.0560679406045574,5,56
435,2134.0,217.0,-195.8,3.0562759588774737,5,56
436,2134.0,217.0,-184.2,3.056484216235083,5,56
437,2134.0,217.0,-172.60000000000002,3.0566907722276393,5,56
438,2134.0,217.0,-161.0,3.056893650643964,5,56
439,1078.0,2449.0,-207.39999999999998,3.054897971657956,5,57
440,1078.0,2449.0,-195.8,3.054923297197314,5,57
441,1078.0,2449.0,-184.2,3.054948105767949,5,57
442,1078.0,2449.0,-172.60000000000002,3.0549723716750763,5,57
443,1078.0,2449.0,-161.0,3.054996071967567,5,57
444,1078.0,2449.0,-149.39999999999998,3.0550191863577076,5,57
445,1078.0,2449.0,-137.8,3.055041697133782,5,57
446,1078.0,2449.0,-126.19999999999999,3.0550635890669007,5,57
447,1078.0,2449.0,-114.60000000000002,3.0550848493133453,5,57
448,1078.0,2449.0,-103.0,3.055105467313566,5,57
449,1078.0,2449.0,-91.39999999999998,3.0551254346888994,5,57
450,1078.0,2449.0,-79.80000000000001,3.05514474513689,5,57
451,1078.0,217.0,-184.2,3.054547594237579,5,58
452,1078.0,217.0,-172.60000000000002,3.0545771232613723,5,58
453,1078.0,217.0,-161.0,3.05460794097518,5,58
454,1078.0,217.0,-149.39999999999998,3.0546399246443126,5,58
