,X,Y,Z,grade,borehole
735,655.5,198.0,-1101.1000000000001,195.53928693919326,22.0
750,655.5,198.0,-738.1,195.530548240473,22.0
765,655.5,198.0,-375.1,205.13369890924196,22.0
780,264.5,354.0,-980.1000000000001,197.90734474980323,23.0
795,264.5,354.0,-617.1,233.69622600129316,23.0
810,264.5,354.0,-254.10000000000002,212.27607874189246,23.0
825,402.5,42.0,-883.3000000000001,194.6526048988525,24.0
840,402.5,42.0,-520.3,212.15436846149365,24.0
855,563.5,546.0,-1052.7,198.18559284020336,25.0
870,563.5,546.0,-689.7,197.52418847756593,25.0
885,563.5,546.0,-326.70000000000005,201.34080896296086,25.0
900,241.5,294.0,-1052.7,196.03366276695053,26.0
915,241.5,294.0,-689.7,229.86627515921217,26.0
930,241.5,294.0,-326.70000000000005,218.17660011826527,26.0
945,80.5,186.0,-931.7,200.3132601096999,27.0
960,80.5,186.0,-568.7,219.729532509495,27.0
975,402.5,246.0,-980.1000000000001,195.63047102731795,28.0
990,402.5,246.0,-617.1,231.92906308005158,28.0
1005,655.5,462.0,-1197.9,198.353230719827,29.0
1020,655.5,462.0,-834.9000000000001,195.48406975743137,29.0
1035,655.5,462.0,-471.9,196.83416171171493,29.0
1050,655.5,462.0,-108.89999999999986,201.92980648201743,29.0
1065,885.5,354.0,-859.1,196.42653532006125,30.0
1080,885.5,354.0,-496.1,197.62817795949516,30.0
1095,471.5,18.0,-980.1000000000001,195.50891191706367,31.0
1110,471.5,18.0,-617.1,201.3025934664306,31.0
1125,448.5,246.0,-1125.3000000000002,196.08337743056236,32.0
1140,448.5,246.0,-762.3000000000001,195.0710779824935,32.0
1155,448.5,246.0,-399.29999999999995,221.21720284879984,32.0
1170,241.5,330.0,-980.1000000000001,197.61536742581222,33.0
1185,241.5,330.0,-617.1,237.12173724644674,33.0
1200,241.5,330.0,-254.10000000000002,212.57365462762564,33.0
1215,908.5,498.0,-496.1,196.27714678851424,34.0
1230,908.5,498.0,-133.0999999999999,200.48373087125387,34.0
1245,563.5,306.0,-859.1,195.68727920842488,35.0
1260,563.5,306.0,-496.1,210.11126463869746,35.0
1275,908.5,498.0,-738.1,196.81369337834624,36.0
1290,908.5,498.0,-375.1,198.14420080305786,36.0
1305,126.5,294.0,-1101.1000000000001,197.32055915329988,37.0
1320,126.5,294.0,-738.1,216.2310642177032,37.0
1335,126.5,294.0,-375.1,217.32996314681935,37.0
1350,908.5,30.0,-713.9000000000001,198.15195029922592,38.0
1365,310.5,534.0,-980.1000000000001,200.16376971069477,39.0
1380,310.5,534.0,-617.1,211.23724029252102,39.0
1395,310.5,534.0,-254.10000000000002,207.07834079171667,39.0
1410,655.5,438.0,-980.1000000000001,196.4042161848513,40.0
1425,655.5,438.0,-617.1,196.3541860687949,40.0
1440,655.5,438.0,-254.10000000000002,201.74617559093096,40.0
1455,402.5,150.0,-980.1000000000001,194.90375985113954,41.0
1470,402.5,150.0,-617.1,220.8101397835307,41.0
1485,494.5,594.0,-1173.7,199.2717462245355,42.0
1500,494.5,594.0,-810.7,199.34583575654128,42.0
1515,494.5,594.0,-447.70000000000005,201.44930438965594,42.0
1530,770.5,378.0,-1149.5,197.826798223622,43.0
1545,770.5,378.0,-786.5,195.41570140341454,43.0
1560,770.5,378.0,-423.5,198.637636148833,43.0
1575,333.5,402.0,-1125.3000000000002,197.64103902459988,44.0
1590,333.5,402.0,-762.3000000000001,208.81776906247543,44.0
1605,333.5,402.0,-399.29999999999995,219.4227591951016,44.0
1620,1092.5,390.0,-907.5,198.9913950842418,45.0
1635,402.5,90.0,-1173.7,196.1170993667008,46.0
1650,402.5,90.0,-810.7,195.5827120761725,46.0
1665,402.5,90.0,-447.70000000000005,217.86907033650104,46.0
1680,517.5,438.0,-980.1000000000001,197.15459078689378,47.0
1695,517.5,438.0,-617.1,203.41513071625727,47.0
1710,517.5,438.0,-254.10000000000002,205.29238056476822,47.0
1725,425.5,534.0,-955.9000000000001,199.13478464290785,48.0
1740,425.5,534.0,-592.9,206.25857718945045,48.0
1755,425.5,534.0,-229.89999999999998,205.015907066713,48.0
1770,402.5,234.0,-931.7,195.11610964197524,49.0
1785,402.5,234.0,-568.7,241.4183832287498,49.0
1800,724.5,210.0,-1149.5,196.67542864006148,50.0
1815,724.5,210.0,-786.5,195.27587577036013,50.0
1830,724.5,210.0,-423.5,202.2986627358547,50.0
1845,770.5,174.0,-883.3000000000001,195.5281454118664,51.0
1860,770.5,174.0,-520.3,200.01561190190893,51.0
1875,310.5,426.0,-931.7,199.85442070571528,52.0
1890,310.5,426.0,-568.7,223.77713588558444,52.0
1905,310.5,426.0,-205.69999999999993,208.44299724977935,52.0
1920,333.5,390.0,-907.5,199.41664399786993,53.0
1935,333.5,390.0,-544.5,228.70373842808593,53.0
1950,333.5,390.0,-181.5,208.13196966422024,53.0
1965,839.5,186.0,-859.1,195.89543238079307,54.0
1980,839.5,186.0,-496.1,199.5317835017677,54.0
1995,218.5,66.0,-859.1,197.28916557613925,55.0
2010,218.5,66.0,-496.1,217.3344082498481,55.0
2025,701.5,522.0,-980.1000000000001,197.01409254068992,56.0
2040,701.5,522.0,-617.1,195.56008593377123,56.0
2055,701.5,522.0,-254.10000000000002,200.17550840695512,56.0
2070,655.5,426.0,-1028.5,196.7146351132662,57.0
2085,655.5,426.0,-665.5,196.16019556399544,57.0
2100,655.5,426.0,-302.5,201.53432811773823,57.0
2115,885.5,378.0,-1004.3000000000001,197.56295756978,58.0
2130,885.5,378.0,-641.3000000000001,196.4064056920842,58.0
2145,885.5,378.0,-229.89999999999998,200.2744754035114,58.0
2160,862.5,582.0,-931.7,198.0011043625328,59.0
2175,862.5,582.0,-568.7,196.15020136517916,59.0
2190,862.5,582.0,-205.69999999999993,199.92301348047963,59.0
2205,471.5,450.0,-955.9000000000001,197.7130016467193,60.0
2220,471.5,450.0,-592.9,207.82865744800299,60.0
2235,471.5,450.0,-229.89999999999998,205.91807720766684,60.0
2250,862.5,582.0,-931.7,198.0011043625328,61.0
2265,862.5,582.0,-568.7,196.15020136517916,61.0
2280,862.5,582.0,-205.69999999999993,199.92301348047963,61.0
2295,632.5,6.0,-859.1,195.2918903289453,62.0
2310,632.5,6.0,-496.1,202.46811391736452,62.0
2325,609.5,294.0,-931.7,195.62398107228617,63.0
2340,609.5,294.0,-568.7,203.7688502617459,63.0
2355,770.5,318.0,-1173.7,197.71483107904228,64.0
2370,770.5,318.0,-810.7,195.27684764196803,64.0
2385,770.5,318.0,-447.70000000000005,199.46274060967897,64.0
2400,195.5,90.0,-883.3000000000001,197.93767669949776,65.0
2415,195.5,90.0,-520.3,219.53351147138102,65.0
2430,1138.5,450.0,-786.5,199.16246038835848,66.0
2445,1138.5,450.0,-423.5,199.53652320731229,66.0
2460,264.5,474.0,-907.5,201.86682842895735,67.0
2475,264.5,474.0,-544.5,218.58644347995363,67.0
2490,264.5,474.0,-181.5,206.92338376390936,67.0
2505,931.5,522.0,-520.3,196.3542782068962,68.0
2520,931.5,522.0,-157.29999999999995,200.3095542324201,68.0
2535,701.5,102.0,-762.3000000000001,195.6598546024675,69.0
2550,540.5,378.0,-1197.9,197.57416529508973,70.0
2565,540.5,378.0,-834.9000000000001,196.47858351001386,70.0
2580,540.5,378.0,-471.9,208.44637449586386,70.0
2595,310.5,186.0,-1125.3000000000002,195.44065837584373,71.0
2610,310.5,186.0,-762.3000000000001,207.61708320052423,71.0
2625,310.5,186.0,-399.29999999999995,225.35371373599236,71.0
2640,885.5,450.0,-786.5,196.5803807147706,72.0
2655,885.5,450.0,-423.5,197.49399169985665,72.0
2670,494.5,186.0,-1149.5,195.96000391390737,73.0
2685,494.5,186.0,-786.5,194.93666523696967,73.0
2700,494.5,186.0,-423.5,217.22659129245244,73.0
2715,586.5,582.0,-1004.3000000000001,198.1613562992654,74.0
2730,586.5,582.0,-641.3000000000001,196.8019577405942,74.0
2745,586.5,582.0,-278.29999999999995,201.01617931046314,74.0
2760,747.5,30.0,-810.7,195.72749941983085,75.0
2775,862.5,474.0,-1197.9,199.16082314429545,76.0
2790,862.5,474.0,-786.5,196.4762242871909,76.0
2805,862.5,474.0,-423.5,197.20109292295047,76.0
2820,195.5,294.0,-1173.7,196.5919266749263,77.0
2835,195.5,294.0,-810.7,209.09028264936185,77.0
2850,195.5,294.0,-447.70000000000005,227.46351326471225,77.0
2865,678.5,474.0,-1004.3000000000001,196.86590703067412,78.0
2880,678.5,474.0,-641.3000000000001,195.61344631740238,78.0
2895,678.5,474.0,-278.29999999999995,200.60259292903476,78.0
2910,1023.5,330.0,-931.7,198.34742950207013,79.0
2925,1023.5,330.0,-254.10000000000002,200.22928274933793,79.0
2940,379.5,462.0,-859.1,200.96443733246207,80.0
2955,379.5,462.0,-496.1,215.82841174828502,80.0
2970,80.5,162.0,-1197.9,197.83652968297645,81.0
2985,80.5,162.0,-834.9000000000001,204.1185435352964,81.0
3000,448.5,114.0,-1197.9,196.3851985993108,82.0
3015,448.5,114.0,-834.9000000000001,194.78433622811872,82.0
3030,448.5,114.0,-471.9,218.07404649365674,82.0
3045,563.5,42.0,-1004.3000000000001,195.09026365140033,83.0
3060,563.5,42.0,-641.3000000000001,199.2388366757633,83.0
3075,747.5,162.0,-1173.7,197.17778189891638,84.0
3090,747.5,162.0,-810.7,195.399331796141,84.0
3105,747.5,162.0,-447.70000000000005,201.64144742467886,84.0
3120,310.5,54.0,-859.1,195.34296592695807,85.0
3135,310.5,54.0,-496.1,216.64902704992116,85.0
3150,586.5,162.0,-1028.5,195.19629931686353,86.0
3165,586.5,162.0,-665.5,199.43612714979204,86.0
3180,586.5,162.0,-302.5,207.13339478269506,86.0
3195,494.5,294.0,-883.3000000000001,195.79513925175996,87.0
3210,494.5,294.0,-520.3,220.4124068998541,87.0
3225,609.5,222.0,-1125.3000000000002,195.41443007478296,88.0
3240,609.5,222.0,-762.3000000000001,195.18252224441437,88.0
3255,609.5,222.0,-399.29999999999995,207.59419725271079,88.0
3270,678.5,126.0,-980.1000000000001,195.36128822185427,89.0
3285,678.5,126.0,-617.1,199.26612078116952,89.0
3300,356.5,162.0,-1101.1000000000001,195.38386595756648,90.0
3315,356.5,162.0,-738.1,206.2743994924572,90.0
3330,356.5,162.0,-375.1,220.99625968712166,90.0
3345,540.5,18.0,-1197.9,196.44046900327646,92.0
3360,540.5,18.0,-834.9000000000001,195.4617638398716,92.0
3375,540.5,18.0,-471.9,205.97040044976512,92.0
3390,563.5,594.0,-980.1000000000001,198.30724505663844,93.0
3405,563.5,594.0,-617.1,197.45579540074877,93.0
3420,563.5,594.0,-254.10000000000002,201.52310217349333,93.0
3435,839.5,582.0,-955.9000000000001,198.0028060995859,94.0
3450,839.5,582.0,-592.9,196.09632619905088,94.0
3465,839.5,582.0,-229.89999999999998,199.7117916949045,94.0
3480,103.5,378.0,-980.1000000000001,200.65793751195514,95.0
3495,103.5,378.0,-617.1,219.79021536541057,95.0
3510,471.5,90.0,-1004.3000000000001,195.13893670536066,96.0
3525,471.5,90.0,-641.3000000000001,204.7415179707037,96.0
3540,747.5,510.0,-1173.7,198.72661779656713,97.0
3555,747.5,510.0,-810.7,195.74978988627626,97.0
3570,747.5,510.0,-447.70000000000005,195.92960123522764,97.0
3585,747.5,510.0,-84.70000000000005,201.12248346759276,97.0
3600,701.5,522.0,-859.1,195.65408315880458,98.0
3615,701.5,522.0,-496.1,195.3819986191905,98.0
3630,701.5,522.0,-133.0999999999999,201.1558401705235,98.0
3645,1046.5,282.0,-810.7,198.2080433637844,99.0
3660,356.5,450.0,-1028.5,198.36359495069618,100.0
3675,356.5,450.0,-665.5,213.72899402064752,100.0
3690,356.5,450.0,-302.5,210.79403046132245,100.0
