X,Y,Z,grade_value
318.064,2500,-471.88,0.507523960309032
285.104,2500,-457.78,0.509124839872959
318.064,2500,-464.36,0.506395322348274
349.376,2500,-470,0.505565837775452
377.392,2500,-485.04,0.504594451783045
380.688,2500,-500.08,0.500381049352467
359.264,2500,-494.44,0.500981869420215
318.064,2500,-469.06,0.505585511392704
346.08,2500,-503.84,0.508278347042025
397.168,2500,-511.36,0.502090449505569
453.2,2500,-511.36,0.500247136012529
327.952,2500,-407.02,0.50118008919298
323.008,2500,-428.64,0.503192551745655
382.336,2500,-440.86,0.503219505745779
423.536,2500,-432.4,0.504397228974873
420.24,2500,-424.88,0.503951590052935
494.4,2500,-438.04,0.507724353209125
524.064,2500,-456.84,0.500707064297169
496.048,2500,-468.12,0.50156023552966
550.432,2500,-485.98,0.500014476492523
558.672,2500,-461.54,0.507152903410169
538.896,2500,-455.9,0.502099791726303
583.392,2500,-456.84,0.505176784557701
606.464,2500,-471.88,0.501754076073437
593.28,2500,-489.74,0.506746493890266
660.848,2500,-509.48,0.507945588096848
667.44,2500,-472.82,0.50745527893461
616.352,2500,-471.88,0.508444717546046
682.272,2500,-492.56,0.50720272841889
721.824,2500,-499.14,0.502586893748412
743.248,2500,-520.76,0.505526606884319
754.784,2500,-532.98,0.500156706853102
711.936,2500,-529.22,0.504686008177033
733.36,2500,-498.2,0.504373639168133
675.68,2500,-499.14,0.507955762340446
647.664,2500,-508.54,0.509612082965868
548.784,2500,-476.58,0.502786218321132
416.944,2500,-442.74,0.507753966523959
357.616,2500,-431.46,0.500039438884704
323.008,2500,-418.3,0.504510740660218
318.064,2500,-404.2,0.507883711307231
397.168,2500,-423,0.504495099480467
359.264,2500,-421.12,0.996890430043287
388.928,2500,-428.64,0.982308918352402
408.704,2500,-429.58,0.976456633252182
375.744,2500,-433.34,0.977396983859218
344.432,2500,-420.18,0.977073460230223
390.576,2500,-427.7,0.966847235397639
428.48,2500,-430.52,0.99646560171255
416.944,2500,-438.98,0.96517531376597
992.604,1500,-779.58,0.197760495415435
1017.282,1500,-771.912,0.199243447584176
1033.734,1500,-761.688,0.190396697611111
1028.25,1500,-765.522,0.193170581041219
1026.879,1500,-739.962,0.19568398400554
1068.009,1500,-752.742,0.190358743592017
1085.832,1500,-765.522,0.196486413559776
1146.156,1500,-759.132,0.196322889608431
1185.915,1500,-761.688,0.194345023682936
1211.964,1500,-773.19,0.195087642266192
1192.77,1500,-771.912,0.195241323777594
1140.672,1500,-751.464,0.191552055712281
1109.139,1500,-737.406,0.195403891989245
1085.832,1500,-748.908,0.198680859118205
1047.444,1500,-731.016,0.195749055748877
1028.25,1500,-722.07,0.191069870287917
1004.943,1500,-722.07,0.193459434345265
1095.429,1500,-733.572,0.198631710478333
1146.156,1500,-750.186,0.19554831892665
1169.463,1500,-718.236,0.191002970993208
1137.93,1500,-713.124,0.199754627732623
1107.768,1500,-708.012,0.199203799598794
1080.348,1500,-706.734,0.199345849269643
1061.154,1500,-693.954,0.192075311834204
1166.721,1500,-711.846,0.19002770288789
1172.205,1500,-715.68,0.195233682436346
1181.802,1500,-723.348,0.196303073427558
1222.932,1500,-737.406,0.199051688084055
1222.932,1500,-756.576,0.196942770502285
1200.996,1500,-741.24,0.197762544193515
1155.753,1500,-724.626,0.193875102561415
1218.819,1500,-747.63,0.199449600739464
1213.335,1500,-702.9,0.199193747050836
1192.77,1500,-686.286,0.19394082452632
1162.608,1500,-677.34,0.196041400564537
1155.753,1500,-669.672,0.191369106026436
1117.365,1500,-664.56,0.192783191460782
1084.461,1500,-650.502,0.198472418716565
1044.702,1500,-633.888,0.1989295858579
1020.024,1500,-618.552,0.196643231388117
435.978,1500,-520.146,0.198609412224369
409.929,1500,-506.088,0.192354146343043
377.025,1500,-521.424,0.194958586197592
364.686,1500,-538.038,0.199145221656723
404.445,1500,-525.258,0.193632388231481
359.202,1500,-506.088,0.196269288427296
348.234,1500,-529.092,0.190751321159989
323.556,1500,-534.204,0.198905181413625
379.767,1500,-502.254,0.196878489053
286.539,1500,-529.092,0.192321600981001
312.588,1500,-529.092,0.19611328864922
286.539,1500,-500.976,0.194827446778294
275.571,1500,-498.42,0.196573461873925
261.861,1500,-485.64,0.194253217201977
297.507,1500,-483.084,0.191883880134066
316.701,1500,-489.474,0.193595424779691
329.04,1500,-498.42,0.196461335629242
281.055,1500,-498.42,0.19012474283015
322.185,1500,-518.868,0.194020305767949
256.377,1500,-435.798,0.192429057065407
238.554,1500,-437.076,0.193124913995749
215.247,1500,-437.076,0.19058189712937
248.151,1500,-451.134,0.198374102806077
492.5024,500,-776.1213,0.196963515043193
486.5829,500,-764.5374,0.194479040199351
449.882,500,-750.3793,0.196446697956892
445.1464,500,-724.6373,0.199309064849753
487.7668,500,-764.5374,0.196422764425023
500.7897,500,-779.9826,0.19552172204294
417.9167,500,-728.4986,0.199514850018382
320.8369,500,-738.7954,0.198890840087723
304.2623,500,-763.2503,0.193603353063475
274.6648,500,-769.6858,0.194191022671348
368.1929,500,-740.0825,0.192330160641141
395.4226,500,-733.647,0.197736972102177
272.297,500,-727.2115,0.199357937691223
261.6419,500,-701.4695,0.198446959365666
250.9868,500,-738.7954,0.194237602768467
268.7453,500,-743.9438,0.190266259589697
301.8945,500,-722.0631,0.192699805955381
325.5725,500,-714.3405,0.190244319902823
344.5149,500,-707.905,0.19913548640645
340.9632,500,-675.7275,0.190219589614853
298.3428,500,-680.8759,0.191838738132125
318.4691,500,-696.3211,0.193987966503585
361.0895,500,-642.2629,0.191048659374199
362.2734,500,-678.3017,0.198554076018077
374.1124,500,-647.4113,0.192939348703813
383.5836,500,-629.3919,0.194186979645254
362.2734,500,-608.7983,0.198482392097673
327.9403,500,-610.0854,0.196980776251065
310.1818,500,-621.6693,0.19382039063826
371.7446,500,-621.6693,0.196714391373053
381.2158,500,-601.0757,0.192539503479036
402.526,500,-626.8177,0.198969377027658
415.5489,500,-648.6984,0.196424492952669
453.4337,500,-652.5597,0.19067310445252
452.2498,500,-637.1145,0.195706416794824
462.9049,500,-673.1533,0.195747818112623
481.8473,500,-675.7275,0.195260058043829
531.5711,500,-655.1339,0.193596631023603
549.3296,500,-629.3919,0.195711499354476
493.6863,500,-651.2726,0.19633530612107
496.0541,500,-668.0049,0.192158165429022
491.3185,500,-640.9758,0.196842168002595
451.0659,500,-626.8177,0.191434727084026
388.3192,500,-634.5403,0.198452036497978
511.4448,500,-640.9758,0.195685926505356
484.2151,500,-539.2949,0.194605531667621
447.5142,500,-519.9884,0.199475703805534
411.9972,500,-507.1174,0.190840376315679
434.4913,500,-532.8594,0.192227788740157
467.6405,500,-553.453,0.198873138051139
448.6981,500,-521.2755,0.191723497572047
506.7092,500,-539.2949,0.190275885537814
509.077,500,-572.7595,0.199504309250735
510.2609,500,-549.5917,0.191054830342223
542.2262,500,-543.1562,0.199998258270141
576.5593,500,-570.1853,0.195201807895805
586.0305,500,-577.9079,0.191876756531596
533.9389,500,-577.9079,0.194265438704666
510.2609,500,-577.9079,0.194814587799114
719.8112,500,-671.8662,0.198274894340616
715.0756,500,-670.5791,0.198173710038495
671.2713,500,-677.0146,0.198673085510217
666.5357,500,-679.5888,0.191356579009891
725.7307,500,-684.7372,0.199072143191725
831.0978,500,-540.582,0.192289853981383
764.7994,500,-568.8982,0.191533521064313
808.6037,500,-562.4627,0.198556809352299
812.1554,500,-575.3337,0.194026233623644
847.6724,500,-557.3143,0.19048424653887
833.4656,500,-540.582,0.192981391991311
809.7876,500,-553.453,0.192945337571913
797.9486,500,-581.7692,0.191539722931076
827.5461,500,-575.3337,0.19109425971313
852.408,500,-559.8885,0.192195221202211
995.6599,500,-652.5597,0.199384414432966
998.0277,500,-671.8662,0.191659426039811
1006.315,500,-706.6179,0.199468773132523
1016.9701,500,-692.4598,0.190432330854981
1015.7862,500,-713.0534,0.196010778539188
1043.0159,500,-733.647,0.190077842790337
1027.6252,500,-746.518,0.194643270833558
1025.2574,500,-718.2018,0.194481528875606
1054.8549,500,-742.6567,0.194459527879143
1047.7515,500,-761.9632,0.196848569322639
1070.2456,500,-749.0922,0.199459290821501
1090.3719,500,-767.1116,0.198588767036645
1086.8202,500,-777.4084,0.199099200832882
1025.2574,500,-574.0466,0.199238180509076
1025.2574,500,-590.7789,0.190868548742283
1044.1998,500,-594.6402,0.197107361459243
1028.8091,500,-570.1853,0.199392777069276
1020.5218,500,-604.937,0.199019410848521
1047.7515,500,-625.5306,0.194581401227671
1033.5447,500,-651.2726,0.192769359880663
1065.51,500,-647.4113,0.193324694388088
1077.349,500,-635.8274,0.197233876457346
1077.349,500,-678.3017,0.198368493946256
1052.4871,500,-691.1727,0.195741420588372
1053.671,500,-665.4307,0.198214431910707
1057.2227,500,-702.7566,0.193377719410979
1080.9007,500,-710.4792,0.198455623657879
1096.2914,500,-713.0534,0.198074415432797
1080.9007,500,-550.8788,0.194465273653477
1082.0846,500,-572.7595,0.195662543241936
1092.7397,500,-576.6208,0.196807648752536
1092.7397,500,-559.8885,0.198358924834452
1105.7626,500,-595.9273,0.196517109156521
1104.5787,500,-620.3822,0.190241185967789
1114.0499,500,-633.2532,0.199145852863727
1114.0499,500,-649.9855,0.192500807743965
1128.2567,500,-655.1339,0.192957247930547
1118.7855,500,-680.8759,0.197227020075904
1130.6245,500,-692.4598,0.19762240402237
1141.2796,500,-710.4792,0.19634515233909
1207.578,500,-692.4598,0.199896021185475
1215.8653,500,-700.1824,0.19256450321979
1222.9687,500,-666.7178,0.191912605648312
1198.1068,500,-666.7178,0.199646374475001
1182.7161,500,-642.2629,0.197805375973117
1195.739,500,-622.9564,0.199348952072014
1167.3254,500,-602.3628,0.195824048059974
1166.1415,500,-624.2435,0.192237654121351
1191.0034,500,-625.5306,0.195168840398349
1179.1644,500,-576.6208,0.193898418758059
1154.3025,500,-592.066,0.19054013936079
1131.8084,500,-570.1853,0.199089674485076
1144.8313,500,-544.4433,0.197916435247744
1160.222,500,-544.4433,0.197485380259399
1157.8542,500,-572.7595,0.195085841868135
1137.7279,500,-534.1465,0.192670211623736
1109.3143,500,-528.9981,0.193128868247434
1112.866,500,-508.4045,0.196969069584332
