X,Y,Z,grade
20.21,90.0,-222.64999999999998,0.42533700296521465
20.21,90.0,-208.31,0.4254890256123318
20.21,90.0,-193.96999999999997,0.42589271402838774
20.21,90.0,-179.63,0.42662290573878564
20.21,90.0,-165.28999999999996,0.42772511960129733
20.21,90.0,-150.95,0.4291888702039362
20.21,90.0,-136.61,0.4309299199467497
20.21,90.0,-122.26999999999998,0.43279469394287
20.21,90.0,-107.93,0.43459632806489407
20.21,110.0,-280.01,0.4265293596684586
20.21,110.0,-265.67,0.4264180431722783
20.21,110.0,-251.32999999999998,0.42635606887558286
20.21,110.0,-236.99,0.4263710211715924
20.21,110.0,-222.64999999999998,0.4264997221745405
20.21,110.0,-208.31,0.42678607319194456
20.21,110.0,-193.96999999999997,0.4272746054856948
20.21,110.0,-179.63,0.4279995435353203
20.21,110.0,-165.28999999999996,0.4289715014212714
20.21,110.0,-150.95,0.43016618598868234
20.21,110.0,-136.61,0.4315204758092275
20.21,110.0,-122.26999999999998,0.43294014423770893
20.21,110.0,-107.93,0.4343194865581858
20.21,110.0,-93.59000000000003,0.43556665276509365
20.21,130.0,-280.01,0.42721669999392226
20.21,130.0,-265.67,0.4271893239900889
20.21,130.0,-251.32999999999998,0.4272201717672887
20.21,130.0,-236.99,0.4273308286355451
20.21,130.0,-222.64999999999998,0.42754674477031285
20.21,130.0,-208.31,0.4278945881058957
20.21,130.0,-193.96999999999997,0.42839750252919623
20.21,130.0,-179.63,0.42906873867877376
20.21,130.0,-165.28999999999996,0.4299051583385701
20.21,130.0,-150.95,0.43088289261521046
20.21,130.0,-136.61,0.43195742155022393
20.21,130.0,-122.26999999999998,0.43306924543369135
20.21,130.0,-107.93,0.43415426098118687
20.21,130.0,-93.59000000000003,0.4351556860277645
20.21,150.0,-294.35,0.42791612525018863
20.21,150.0,-280.01,0.4279067546957362
20.21,150.0,-265.67,0.4279427536752461
20.21,150.0,-251.32999999999998,0.4280374314460437
20.21,150.0,-236.99,0.4282062304919381
20.21,150.0,-222.64999999999998,0.4284655413415737
20.21,150.0,-208.31,0.4288305484486471
20.21,150.0,-193.96999999999997,0.42931217378050723
20.21,150.0,-179.63,0.4299135883039711
20.21,150.0,-165.28999999999996,0.43062717646373105
20.21,150.0,-150.95,0.4314330441777571
20.21,150.0,-136.61,0.4322999611433606
20.21,150.0,-122.26999999999998,0.4331889760823665
20.21,150.0,-107.93,0.4340590127510313
20.21,150.0,-93.59000000000003,0.4348729294705059
20.21,170.0,-294.35,0.4285383400729798
20.21,170.0,-280.01,0.42857387865122804
20.21,170.0,-265.67,0.4286541144263964
20.21,170.0,-251.32999999999998,0.428788807796778
20.21,170.0,-236.99,0.4289883451545431
20.21,170.0,-222.64999999999998,0.4292627000051858
20.21,170.0,-208.31,0.42961991933195665
20.21,170.0,-193.96999999999997,0.4300642774387481
20.21,170.0,-179.63,0.43059442744602994
20.21,170.0,-165.28999999999996,0.4312020307054783
20.21,170.0,-150.95,0.43187136669430803
20.21,170.0,-136.61,0.4325802594290839
20.21,170.0,-122.26999999999998,0.4333023145501137
20.21,170.0,-107.93,0.43401004869683446
20.21,170.0,-93.59000000000003,0.43467817713487583
20.21,190.0,-308.69,0.42910272568912305
20.21,190.0,-294.35,0.429135058814373
20.21,190.0,-280.01,0.429202376736672
20.21,190.0,-265.67,0.4293110711370805
20.21,190.0,-251.32999999999998,0.42946792158236213
20.21,190.0,-236.99,0.42967956454004674
20.21,190.0,-222.64999999999998,0.42995171212472694
20.21,190.0,-208.31,0.4302881618295806
20.21,190.0,-193.96999999999997,0.4306897200708656
20.21,190.0,-179.63,0.431153243717244
20.21,190.0,-165.28999999999996,0.43167105036786846
20.21,190.0,-150.95,0.4322309256356242
20.21,190.0,-136.61,0.432816848667656
20.21,190.0,-122.26999999999998,0.43341038407781973
20.21,190.0,-107.93,0.4339925026492434
20.21,190.0,-93.59000000000003,0.43454546494284024
20.21,210.0,-308.69,0.4296398010247904
20.21,210.0,-294.35,0.4296957429119716
20.21,210.0,-280.01,0.42978396912224237
20.21,210.0,-265.67,0.42990902719989527
20.21,210.0,-251.32999999999998,0.43007540915844444
20.21,210.0,-236.99,0.4302871307629757
20.21,210.0,-222.64999999999998,0.43054718676768966
20.21,210.0,-208.31,0.43085692825886873
20.21,210.0,-193.96999999999997,0.43121544861145583
20.21,210.0,-179.63,0.4316190972685966
20.21,210.0,-165.28999999999996,0.4320612501696437
20.21,210.0,-150.95,0.4325324398879664
20.21,210.0,-136.61,0.43302088545975914
20.21,210.0,-122.26999999999998,0.4335133743099921
20.21,210.0,-107.93,0.433996362324095
20.21,210.0,-93.59000000000003,0.4344571027094907
20.21,230.0,-308.69,0.43014294773070083
20.21,230.0,-294.35,0.4302147388139577
20.21,230.0,-280.01,0.43031538646124434
20.21,230.0,-265.67,0.430447986477877
20.21,230.0,-251.32999999999998,0.4306153678482312
20.21,230.0,-236.99,0.430819784176934
20.21,230.0,-222.64999999999998,0.4310625499455297
20.21,230.0,-208.31,0.4313436586536929
20.21,230.0,-193.96999999999997,0.4316614387938915
20.21,230.0,-179.63,0.4320123153919254
20.21,230.0,-165.28999999999996,0.43239074294414676
20.21,230.0,-150.95,0.43278935597965795
20.21,230.0,-136.61,0.43319934740021604
20.21,230.0,-122.26999999999998,0.43361103975188436
20.21,230.0,-107.93,0.43401457294444673
20.21,230.0,-93.59000000000003,0.4344006065443984
20.21,250.0,-323.03000000000003,0.43054989907907076
20.21,250.0,-308.69,0.4306083266147581
20.21,250.0,-294.35,0.4306898131477532
20.21,250.0,-280.01,0.4307965305670902
20.21,250.0,-265.67,0.4309304865441291
20.21,250.0,-251.32999999999998,0.43109334450411446
20.21,250.0,-236.99,0.431286207474744
20.21,250.0,-222.64999999999998,0.43150938195257904
20.21,250.0,-208.31,0.4317621481578028
20.21,250.0,-193.96999999999997,0.43204257137427027
20.21,250.0,-179.63,0.4323473923820621
20.21,250.0,-165.28999999999996,0.4326720305850303
20.21,250.0,-150.95,0.43301072023444914
20.21,250.0,-136.61,0.43335677963436564
20.21,250.0,-122.26999999999998,0.43370298957415554
20.21,250.0,-107.93,0.4340420363925749
20.21,250.0,-93.59000000000003,0.4343669628076978
20.21,270.0,-323.03000000000003,0.4309683371198839
20.21,270.0,-308.69,0.43103453242233475
20.21,270.0,-294.35,0.4311210079667479
20.21,270.0,-280.01,0.43122920293409994
20.21,270.0,-265.67,0.4313603371460039
20.21,270.0,-251.32999999999998,0.43151528003443607
20.21,270.0,-236.99,0.43169440381902585
20.21,270.0,-222.64999999999998,0.43189743346955956
20.21,270.0,-208.31,0.4321233111359335
20.21,270.0,-193.96999999999997,0.4323700960945603
20.21,270.0,-179.63,0.432634921423941
20.21,270.0,-165.28999999999996,0.43291402453313416
20.21,270.0,-150.95,0.433202860197153
20.21,270.0,-136.61,0.4334962930150458
20.21,270.0,-122.26999999999998,0.43378885347686047
20.21,270.0,-107.93,0.4340750310167874
20.21,270.0,-93.59000000000003,0.4343495712194154
20.21,290.0,-323.03000000000003,0.4313514554990267
20.21,290.0,-308.69,0.4314218372128757
20.21,290.0,-294.35,0.43150981106664227
20.21,290.0,-280.01,0.43161627206933334
20.21,290.0,-265.67,0.43174188517939144
20.21,290.0,-251.32999999999998,0.4318869930157407
20.21,290.0,-236.99,0.43205151847584033
20.21,290.0,-222.64999999999998,0.4322348713161539
20.21,290.0,-208.31,0.4324358701718423
20.21,290.0,-193.96999999999997,0.43265269263227984
20.21,290.0,-179.63,0.4328828651775519
20.21,290.0,-165.28999999999996,0.4331233016454263
20.21,290.0,-150.95,0.43337039356812723
20.21,290.0,-136.61,0.4336201489216731
20.21,290.0,-122.26999999999998,0.4338683688046936
20.21,290.0,-107.93,0.4341108457723931
20.21,290.0,-93.59000000000003,0.4343435642825616
20.21,310.0,-337.37,0.4316423529034705
20.21,310.0,-323.03000000000003,0.43169976399115423
20.21,310.0,-308.69,0.43177161916869256
20.21,310.0,-294.35,0.4318585787120764
20.21,310.0,-280.01,0.43196114421766035
20.21,310.0,-265.67,0.4320795997864294
20.21,310.0,-251.32999999999998,0.432213948680588
20.21,310.0,-236.99,0.43236385013516904
20.21,310.0,-222.64999999999998,0.4325285625646618
20.21,310.0,-208.31,0.4327069004706149
20.21,310.0,-193.96999999999997,0.4328972125562696
20.21,310.0,-179.63,0.43309738759394245
20.21,310.0,-165.28999999999996,0.4333048923612147
20.21,310.0,-150.95,0.43351684262539103
20.21,310.0,-136.61,0.4337301041639575
20.21,310.0,-122.26999999999998,0.43394141683856985
20.21,310.0,-107.93,0.43414753154621216
20.21,310.0,-93.59000000000003,0.43434534809398523
20.21,330.0,-337.37,0.4319557786761916
20.21,330.0,-323.03000000000003,0.43201461687065146
20.21,330.0,-308.69,0.4320859459851047
20.21,330.0,-294.35,0.432170143140486
20.21,330.0,-280.01,0.4322674326094489
20.21,330.0,-265.67,0.43237784431781323
20.21,330.0,-251.32999999999998,0.43250117138400995
20.21,330.0,-236.99,0.43263693010257426
20.21,330.0,-222.64999999999998,0.4327843265569975
20.21,330.0,-208.31,0.4329422344534476
20.21,330.0,-193.96999999999997,0.43310918861328673
20.21,330.0,-179.63,0.4332833977265846
20.21,330.0,-165.28999999999996,0.4334627784381716
20.21,330.0,-150.95,0.43364501074557593
20.21,330.0,-136.61,0.4338276123083024
20.21,330.0,-122.26999999999998,0.4340080269755977
20.21,330.0,-107.93,0.43418372103350755
20.21,330.0,-93.59000000000003,0.4343522796799954
20.21,350.0,-337.37,0.4322392538079597
20.21,350.0,-323.03000000000003,0.43229790350693875
20.21,350.0,-308.69,0.4323672776884193
20.21,350.0,-294.35,0.4324475496210361
20.21,350.0,-280.01,0.4325387533471078
20.21,350.0,-265.67,0.43264075512782524
20.21,350.0,-251.32999999999998,0.43275322569390157
20.21,350.0,-236.99,0.4328756156944684
20.21,350.0,-222.64999999999998,0.43300713710034294
20.21,350.0,-208.31,0.43314675341802444
20.21,350.0,-193.96999999999997,0.433293181318648
20.21,350.0,-179.63,0.4334449056341912
20.21,350.0,-165.28999999999996,0.43360020864015275
20.21,350.0,-150.95,0.43375721322494476
20.21,350.0,-136.61,0.4339139381065748
20.21,350.0,-122.26999999999998,0.43406836190779685
20.21,350.0,-107.93,0.43421849185716005
20.21,350.0,-93.59000000000003,0.4343624323184986
20.21,370.0,-337.37,0.43249453903469154
20.21,370.0,-323.03000000000003,0.43255182056295566
20.21,370.0,-308.69,0.43261825832628165
20.21,370.0,-294.35,0.4326938826909705
20.21,370.0,-280.01,0.43277860153614023
20.21,370.0,-265.67,0.43287218111897446
20.21,370.0,-251.32999999999998,0.4329742285035465
20.21,370.0,-236.99,0.4330841771946491
20.21,370.0,-222.64999999999998,0.43320127776567746
20.21,370.0,-208.31,0.43332459523989997
20.21,370.0,-193.96999999999997,0.4334530147353602
20.21,370.0,-179.63,0.43358525640141543
20.21,370.0,-165.28999999999996,0.4337198999823923
20.21,370.0,-150.95,0.43385541850670944
20.21,370.0,-136.61,0.4339902197168913
20.21,370.0,-122.26999999999998,0.43412269304815954
20.21,370.0,-107.93,0.43425125934926156
20.21,370.0,-93.59000000000003,0.4343744202131126
20.21,370.0,-79.25,0.43449080379572946
20.21,390.0,-337.37,0.4327236256511683
20.21,390.0,-323.03000000000003,0.4327787077773835
20.21,390.0,-308.69,0.43284157260399647
20.21,390.0,-294.35,0.43291215350333384
20.21,390.0,-280.01,0.4329902785486491
20.21,390.0,-265.67,0.43307565809652654
20.21,390.0,-251.32999999999998,0.43316787414927893
20.21,390.0,-236.99,0.4332663726027224
20.21,390.0,-222.64999999999998,0.43337045952553166
20.21,390.0,-208.31,0.4334793025405205
20.21,390.0,-193.96999999999997,0.4335919381669211
20.21,390.0,-179.63,0.43370728563557104
20.21,390.0,-165.28999999999996,0.43382416722588185
20.21,390.0,-150.95,0.43394133463798235
20.21,390.0,-136.61,0.4340575003653244
20.21,390.0,-122.26999999999998,0.43417137254256244
20.21,390.0,-107.93,0.43428169137722444
20.21,390.0,-93.59000000000003,0.43438726508379377
20.21,390.0,-79.25,0.43448700325247847
20.21,410.0,-351.71000000000004,0.43288292250509836
20.21,410.0,-337.37,0.43292860679233014
20.21,410.0,-323.03000000000003,0.43298093225357553
20.21,410.0,-308.69,0.43303984958647873
20.21,410.0,-294.35,0.4331052291623273
20.21,410.0,-280.01,0.43317685227181213
20.21,410.0,-265.67,0.43325440341464666
20.21,410.0,-251.32999999999998,0.4333374643129313
20.21,410.0,-236.99,0.43342551038073596
20.21,410.0,-222.64999999999998,0.4335179103738373
20.21,410.0,-208.31,0.4336139298594896
20.21,410.0,-193.96999999999997,0.43371273897904655
20.21,410.0,-179.63,0.43381342473009504
20.21,410.0,-165.28999999999996,0.43391500768493146
20.21,410.0,-150.95,0.4340164627170885
20.21,410.0,-136.61,0.43411674296381675
20.21,410.0,-122.26999999999998,0.43421480595097955
20.21,410.0,-107.93,0.43430964058609645
20.21,410.0,-93.59000000000003,0.43440029361461907
20.21,410.0,-79.25,0.4344858941491247
20.21,430.0,-351.71000000000004,0.43306802820482077
20.21,430.0,-337.37,0.4331115855581989
20.21,430.0,-323.03000000000003,0.4331608092459157
20.21,430.0,-308.69,0.43321560035730816
20.21,430.0,-294.35,0.43327579103272273
20.21,430.0,-280.01,0.43334113891553233
20.21,430.0,-265.67,0.43341132268554183
20.21,430.0,-251.32999999999998,0.4334859391377926
20.21,430.0,-236.99,0.43356450228416155
20.21,430.0,-222.64999999999998,0.4336464449268589
20.21,430.0,-208.31,0.43373112307623934
20.21,430.0,-193.96999999999997,0.4338178234582247
20.21,430.0,-179.63,0.4339057741833756
20.21,430.0,-165.28999999999996,0.433994158441961
20.21,430.0,-150.95,0.43408213086546316
20.21,430.0,-136.61,0.4341688359772267
20.21,430.0,-122.26999999999998,0.4342534279680822
20.21,430.0,-107.93,0.4343350908989391
20.21,430.0,-93.59000000000003,0.4344130583683295
20.21,430.0,-79.25,0.43448663169742846
20.21,450.0,-351.71000000000004,0.43323349419452073
20.21,450.0,-337.37,0.4332746115315649
20.21,450.0,-323.03000000000003,0.4333205501067644
20.21,450.0,-308.69,0.4333711800694845
20.21,450.0,-294.35,0.4334263130801205
20.21,450.0,-280.01,0.4334856990231437
20.21,450.0,-265.67,0.43354902373531623
20.21,450.0,-251.32999999999998,0.4336159080599825
20.21,450.0,-236.99,0.43368590853254696
20.21,450.0,-222.64999999999998,0.43375851996886305
20.21,450.0,-208.31,0.4338331801640383
20.21,450.0,-193.96999999999997,0.4339092768144252
20.21,450.0,-179.63,0.43398615665418644
20.21,450.0,-165.28999999999996,0.4340631366582731
20.21,450.0,-150.95,0.4341395170173526
20.21,450.0,-136.61,0.43421459545147767
20.21,450.0,-122.26999999999998,0.43428768231262993
20.21,450.0,-107.93,0.4343581158449917
20.21,450.0,-93.59000000000003,0.43442527693552
20.21,450.0,-79.25,0.43448860270124384
20.21,470.0,-351.71000000000004,0.43338114038525105
20.21,470.0,-337.37,0.4334196388341154
20.21,470.0,-323.03000000000003,0.43346223022272795
20.21,470.0,-308.69,0.43350876739212874
20.21,470.0,-294.35,0.4335590540021767
20.21,470.0,-280.01,0.43361284280918144
20.21,470.0,-265.67,0.43366983484658
20.21,470.0,-251.32999999999998,0.43372967971263293
20.21,470.0,-236.99,0.43379197715532797
20.21,470.0,-222.64999999999998,0.4338562801127252
20.21,470.0,-208.31,0.43392209931560816
20.21,470.0,-193.96999999999997,0.4339889094896268
20.21,470.0,-179.63,0.4340561571093002
20.21,470.0,-165.28999999999996,0.4341232695621126
20.21,470.0,-150.95,0.43418966548494053
20.21,470.0,-136.61,0.4342547659460917
20.21,470.0,-122.26999999999998,0.43431800607327364
20.21,470.0,-107.93,0.43437884667849336
20.21,470.0,-93.59000000000003,0.43443678541132524
20.21,470.0,-79.25,0.4344913669845
20.21,490.0,-351.71000000000004,0.4335126973128886
20.21,490.0,-337.37,0.43354850027011826
20.21,490.0,-323.03000000000003,0.43358777146956023
20.21,490.0,-308.69,0.43363035621461954
20.21,490.0,-294.35,0.4336760587294101
20.21,490.0,-280.01,0.4337246414953552
20.21,490.0,-265.67,0.4337758253648648
20.21,490.0,-251.32999999999998,0.43382929058251857
20.21,490.0,-236.99,0.43388467882805803
20.21,490.0,-222.64999999999998,0.4339415963676508
20.21,490.0,-208.31,0.43399961835984685
20.21,490.0,-193.96999999999997,0.4340582943118797
20.21,490.0,-179.63,0.43411715462266226
20.21,490.0,-165.28999999999996,0.4341757180851793
20.21,490.0,-150.95,0.4342335001577639
20.21,490.0,-136.61,0.43429002175650633
20.21,490.0,-122.26999999999998,0.4343448182754001
20.21,490.0,-107.93,0.43439744851131984
20.21,490.0,-93.59000000000003,0.43444750316108843
20.21,490.0,-79.25,0.43449461256917377
20.21,510.0,-351.71000000000004,0.43362978595977403
20.21,510.0,-337.37,0.4336628932839724
20.21,510.0,-323.03000000000003,0.4336989350337157
20.21,510.0,-308.69,0.43373775582176916
20.21,510.0,-294.35,0.4337791661249968
20.21,510.0,-280.01,0.4338229423175398
20.21,510.0,-265.67,0.43386882735820836
20.21,510.0,-251.32999999999998,0.43391653221255183
20.21,510.0,-236.99,0.4339657380744761
20.21,510.0,-222.64999999999998,0.4340160994290974
20.21,510.0,-208.31,0.4340672479679849
20.21,510.0,-193.96999999999997,0.43411879733094455
20.21,510.0,-179.63,0.4341703486072316
20.21,510.0,-165.28999999999996,0.4342214964857742
20.21,510.0,-150.95,0.4342718359023418
20.21,510.0,-136.61,0.4343209689947613
20.21,510.0,-122.26999999999998,0.4343685121487789
20.21,510.0,-107.93,0.43441410289992355
20.21,510.0,-93.59000000000003,0.43445740645262526
20.21,510.0,-79.25,0.4344981215878107
20.21,530.0,-351.71000000000004,0.43373390702954834
20.21,530.0,-337.37,0.43376437442013316
20.21,530.0,-323.03000000000003,0.4337973214667859
20.21,530.0,-308.69,0.4338325967494676
20.21,530.0,-294.35,0.43387002059580065
20.21,530.0,-280.01,0.4339093855543479
20.21,530.0,-265.67,0.4339504574104105
20.21,530.0,-251.32999999999998,0.43399297679132787
20.21,530.0,-236.99,0.43403666139443997
20.21,530.0,-222.64999999999998,0.4340812088521429
20.21,530.0,-208.31,0.4341263002253362
20.21,530.0,-193.96999999999997,0.4341716040898863
20.21,530.0,-179.63,0.4342167811517166
20.21,530.0,-165.28999999999996,0.43426148929692043
20.21,530.0,-150.95,0.4343053889556042
20.21,530.0,-136.61,0.43434814863461635
20.21,530.0,-122.26999999999998,0.4343894504567144
20.21,530.0,-107.93,0.43442899553393893
20.21,530.0,-93.59000000000003,0.434466509002268
20.21,530.0,-79.25,0.43450174455324037
20.21,550.0,-351.71000000000004,0.4338264370580717
20.21,550.0,-337.37,0.43385435974799574
20.21,550.0,-323.03000000000003,0.43388437562451904
20.21,550.0,-308.69,0.43391634027177317
20.21,550.0,-294.35,0.4339500859652145
20.21,550.0,-280.01,0.43398542240590726
20.21,550.0,-265.67,0.4340221378998559
20.21,550.0,-251.32999999999998,0.4340600010073562
20.21,550.0,-236.99,0.4340987626755658
20.21,550.0,-222.64999999999998,0.4341381588526556
20.21,550.0,-208.31,0.4341779135646148
20.21,550.0,-193.96999999999997,0.4342177424163746
20.21,550.0,-179.63,0.4342573564587576
20.21,550.0,-165.28999999999996,0.434296466342815
20.21,550.0,-150.95,0.43433478666489284
20.21,550.0,-136.61,0.4343720403906961
20.21,550.0,-122.26999999999998,0.43440796323595443
20.21,550.0,-107.93,0.43444230787617394
20.21,550.0,-93.59000000000003,0.4344748478590076
20.21,550.0,-79.25,0.434505381100271
20.21,570.0,-351.71000000000004,0.4339086293353553
20.21,570.0,-337.37,0.4339341293298176
20.21,570.0,-323.03000000000003,0.43396139474728535
20.21,570.0,-308.69,0.433990290027373
20.21,570.0,-294.35,0.43402066042849796
20.21,570.0,-280.01,0.4340523329000275
20.21,570.0,-265.67,0.43408511731665117
20.21,570.0,-251.32999999999998,0.4341188080857556
20.21,570.0,-236.99,0.434153186128816
20.21,570.0,-222.64999999999998,0.43418802122625905
20.21,570.0,-208.31,0.43422307470229815
20.21,570.0,-193.96999999999997,0.4342581024122555
20.21,570.0,-179.63,0.43429285798080336
20.21,570.0,-165.28999999999996,0.4343270962259496
20.21,570.0,-150.95,0.4343605766916735
20.21,570.0,-136.61,0.4343930672025606
20.21,570.0,-122.26999999999998,0.4344243473474803
20.21,570.0,-107.93,0.4344542117971387
20.21,570.0,-93.59000000000003,0.43448247336214346
20.21,570.0,-79.25,0.4345089657048178
20.21,590.0,-351.71000000000004,0.4339816180934103
20.21,590.0,-337.37,0.4340048342944772
20.21,590.0,-323.03000000000003,0.43402953840406994
20.21,590.0,-308.69,0.4340556047133189
20.21,590.0,-294.35,0.43408289176134207
20.21,590.0,-280.01,0.4341112432622186
20.21,590.0,-265.67,0.4341404893250863
20.21,590.0,-251.32999999999998,0.4341704479692102
20.21,590.0,-236.99,0.43420092692794976
20.21,590.0,-222.64999999999998,0.4342317257266153
20.21,590.0,-208.31,0.43426263800955556
20.21,590.0,-193.96999999999997,0.43429345408173675
20.21,590.0,-179.63,0.4343239636201865
20.21,590.0,-165.28999999999996,0.43435395850149944
20.21,590.0,-150.95,0.43438323568381293
20.21,590.0,-136.61,0.4344116000756379
20.21,590.0,-122.26999999999998,0.4344388673205513
20.21,590.0,-107.93,0.4344648664260098
20.21,590.0,-93.59000000000003,0.4344894421669594
20.21,590.0,-79.25,0.43451245720032466
20.21,610.0,-366.05,0.43402669925975096
20.21,610.0,-351.71000000000004,0.43404642479833844
20.21,610.0,-337.37,0.43406750545803846
20.21,610.0,-323.03000000000003,0.43408983937805623
20.21,610.0,-308.69,0.4341133110906049
20.21,610.0,-294.35,0.4341377922140537
20.21,610.0,-280.01,0.43416314238022113
20.21,610.0,-265.67,0.4341892103978514
20.21,610.0,-251.32999999999998,0.43421583564869687
20.21,610.0,-236.99,0.43424284970640326
20.21,610.0,-222.64999999999998,0.43427007816141994
20.21,610.0,-208.31,0.43429734262804187
20.21,610.0,-193.96999999999997,0.4343244629023925
20.21,610.0,-179.63,0.4343512592332839
20.21,610.0,-165.28999999999996,0.43437755466164735
20.21,610.0,-150.95,0.4344031773792343
20.21,610.0,-136.61,0.4344279630536035
20.21,610.0,-122.26999999999998,0.4344517570647539
20.21,610.0,-107.93,0.4344744165989711
20.21,610.0,-93.59000000000003,0.43449581254794817
20.21,610.0,-79.25,0.4345158311658368
20.21,630.0,-366.05,0.4340860177148517
20.21,630.0,-351.71000000000004,0.4341039656870533
20.21,630.0,-337.37,0.4341230627244015
20.21,630.0,-323.03000000000003,0.43414321484258267
20.21,630.0,-308.69,0.43416431678388223
20.21,630.0,-294.35,0.4341862527187317
20.21,630.0,-280.01,0.43420889713887273
20.21,630.0,-265.67,0.43423211594017824
20.21,630.0,-251.32999999999998,0.43425576768856095
20.21,630.0,-236.99,0.4342797050573975
20.21,630.0,-222.64999999999998,0.434303776419658
20.21,630.0,-208.31,0.4343278275725604
20.21,630.0,-193.96999999999997,0.43435170356734754
20.21,630.0,-179.63,0.43437525061200155
20.21,630.0,-165.28999999999996,0.4343983180105168
20.21,630.0,-150.95,0.4344207600991326
20.21,630.0,-136.61,0.4344424381378642
20.21,630.0,-122.26999999999998,0.4344632221149731
20.21,630.0,-107.93,0.43448299242280686
20.21,630.0,-93.59000000000003,0.43450164136580816
20.21,630.0,-79.25,0.43451907446536014
20.21,650.0,-366.05,0.4341387690192693
20.21,650.0,-351.71000000000004,0.43415505992422887
20.21,650.0,-337.37,0.43417232472297346
20.21,650.0,-323.03000000000003,0.4341904773802838
20.21,650.0,-308.69,0.4342094225347053
20.21,650.0,-294.35,0.43422905618088
20.21,650.0,-280.01,0.43424926650810125
20.21,650.0,-265.67,0.43426993489076926
20.21,650.0,-251.32999999999998,0.434290937022699
20.21,650.0,-236.99,0.43431214418328984
20.21,650.0,-222.64999999999998,0.43433342461957614
20.21,650.0,-208.31,0.43435464502416543
20.21,650.0,-193.96999999999997,0.4343756720853523
20.21,650.0,-179.63,0.4343963740823489
20.21,650.0,-165.28999999999996,0.4344166224957835
20.21,650.0,-150.95,0.4344362936016207
20.21,650.0,-136.61,0.43445527001557827
20.21,650.0,-122.26999999999998,0.4344734421550038
20.21,650.0,-107.93,0.43449070958627867
20.21,650.0,-93.59000000000003,0.434506982227928
20.21,650.0,-79.25,0.4345221813829123
20.21,670.0,-366.05,0.4341856826844171
20.21,670.0,-351.71000000000004,0.4342004379359408
20.21,670.0,-337.37,0.4342160183095756
20.21,670.0,-323.03000000000003,0.43423234555050993
20.21,670.0,-308.69,0.43424933369806673
20.21,670.0,-294.35,0.43426688973175676
20.21,670.0,-280.01,0.43428491434430405
20.21,670.0,-265.67,0.43430330283609264
20.21,670.0,-251.32999999999998,0.4343219461224787
20.21,670.0,-236.99,0.43434073184232513
20.21,670.0,-222.64999999999998,0.43435954555307305
20.21,670.0,-208.31,0.43437827199468065
20.21,670.0,-193.96999999999997,0.43439679640213286
20.21,670.0,-179.63,0.43441500584383513
20.21,670.0,-165.28999999999996,0.43443279056145284
20.21,670.0,-150.95,0.43445004528550396
20.21,670.0,-136.61,0.4344666705005692
20.21,670.0,-122.26999999999998,0.43448257363423975
20.21,670.0,-107.93,0.43449767014508556
20.21,670.0,-93.59000000000003,0.4345118844868339
20.21,670.0,-79.25,0.43452515092871746
